# Version: 18.08.54.00
item_id,attribute_id,amount
85533,95,1
85533,92,1
85533,93,3
85533,91,3
85533,90,3
85534,93,656
85534,95,562
85534,92,750
85534,97,562
85534,91,750
85534,96,187
85534,90,750
85534,94,750
85535,93,3
85535,95,3
85535,92,3
85535,97,3
85535,91,3
85535,96,1
85535,90,3
85535,94,3
85536,93,3
85536,95,1
85536,92,3
85536,97,3
85536,91,3
85536,96,1
85536,90,3
85536,94,3
85537,93,750
85537,95,656
85537,92,750
85537,97,656
85537,91,656
85537,96,656
85537,90,750
85537,94,187
85538,93,3
85538,95,3
85538,92,3
85538,97,3
85538,91,3
85538,96,3
85538,90,3
85538,94,1
85539,93,750
85539,95,187
85539,92,750
85539,97,656
85539,91,656
85539,96,656
85539,90,750
85539,94,187
85540,93,3
85540,95,1
85540,92,3
85540,97,3
85540,91,3
85540,96,3
85540,90,3
85540,94,1
85541,93,3
85541,95,1
85541,92,3
85541,97,1
85541,91,3
85541,96,3
85541,90,3
85541,94,1
85542,93,150
85542,95,750
85542,92,656
85542,97,150
85542,91,750
85542,96,150
85542,90,750
85542,94,656
85543,93,1
85543,95,3
85543,92,3
85543,97,1
85543,91,3
85543,96,1
85543,90,3
85543,94,3
85544,93,656
85544,95,150
85544,92,656
85544,97,750
85544,91,750
85544,96,150
85544,90,750
85544,94,150
85545,93,3
85545,95,1
85545,92,3
85545,97,3
85545,91,3
85545,96,1
85545,90,3
85545,94,1
85546,93,112
85546,95,656
85546,92,656
85546,97,112
85546,91,750
85546,96,112
85546,90,750
85546,94,112
85547,93,1
85547,95,3
85547,92,3
85547,97,1
85547,91,3
85547,96,1
85547,90,3
85547,94,1
85548,93,1
85548,95,1
85548,92,3
85548,97,3
85548,91,3
85548,96,1
85548,90,3
85548,94,1
85549,93,3
85549,95,1
85549,92,3
85549,97,1
85549,91,3
85549,96,1
85549,90,3
85549,94,3
85550,93,1
85550,95,3
85550,92,3
85550,97,3
85550,91,3
85550,96,3
85550,90,3
85550,94,3
85551,93,3
85551,95,1
85551,92,3
85551,97,3
85551,91,3
85551,96,1
85551,90,3
85551,94,1
85552,93,3
85552,95,1
85552,92,3
85552,97,1
85552,91,3
85552,96,3
85552,90,3
85552,94,3
85553,93,187
85553,95,656
85553,92,656
85553,97,656
85553,91,750
85553,96,187
85553,90,750
85553,94,187
85554,93,1
85554,95,3
85554,92,3
85554,97,3
85554,91,3
85554,96,1
85554,90,3
85554,94,1
85555,93,1
85555,95,3
85555,92,3
85555,97,3
85555,91,3
85555,96,3
85555,90,3
85555,94,3
85556,93,562
85556,95,112
85556,92,750
85556,97,112
85556,91,656
85556,96,112
85556,90,750
85556,94,112
85557,93,3
85557,95,1
85557,92,3
85557,97,1
85557,91,3
85557,96,1
85557,90,3
85557,94,1
85558,93,112
85558,95,112
85558,92,562
85558,97,112
85558,91,656
85558,96,112
85558,90,656
85558,94,112
85559,93,112
85559,95,656
85559,92,112
85559,97,656
85559,91,750
85559,96,112
85559,90,656
85559,94,656
85560,93,1
85560,95,3
85560,92,1
85560,97,3
85560,91,3
85560,96,1
85560,90,3
85560,94,3
85561,93,112
85561,95,656
85561,92,112
85561,97,112
85561,91,750
85561,96,112
85561,90,656
85561,94,656
85562,93,1
85562,95,3
85562,92,1
85562,97,1
85562,91,3
85562,96,1
85562,90,3
85562,94,3
85563,93,187
85563,95,656
85563,92,750
85563,97,656
85563,91,656
85563,96,187
85563,90,750
85563,94,750
85564,93,1
85564,95,3
85564,92,3
85564,97,3
85564,91,3
85564,96,1
85564,90,3
85564,94,3
85565,93,150
85565,95,656
85565,92,750
85565,97,150
85565,91,656
85565,96,150
85565,90,750
85565,94,656
85566,93,1
85566,95,3
85566,92,3
85566,97,1
85566,91,3
85566,96,1
85566,90,3
85566,94,3
85567,93,1
85567,95,1
85567,92,3
85567,97,1
85567,91,3
85567,96,1
85567,90,3
85567,94,3
85568,93,468
85568,95,656
85568,92,656
85568,97,656
85568,91,750
85568,96,187
85568,90,750
85568,94,562
85569,93,3
85569,95,3
85569,92,3
85569,97,3
85569,91,3
85569,96,1
85569,90,3
85569,94,3
85570,93,150
85570,95,562
85570,92,656
85570,97,562
85570,91,750
85570,96,150
85570,90,750
85570,94,468
85571,93,1
85571,95,3
85571,92,3
85571,97,3
85571,91,3
85571,96,1
85571,90,3
85571,94,3
85572,93,1
85572,95,3
85572,92,3
85572,97,3
85572,91,3
85572,96,1
85572,90,3
85572,94,1
85573,93,218
85573,95,187
85573,92,250
85573,97,187
85573,91,250
85573,96,62
85573,90,250
85573,94,250
85574,93,1
85574,95,1
85574,92,1
85574,97,1
85574,91,1
85574,96,1
85574,90,1
85574,94,1
85575,93,1
85575,95,1
85575,92,1
85575,97,1
85575,91,1
85575,96,1
85575,90,1
85575,94,1
85576,93,250
85576,95,218
85576,92,250
85576,97,218
85576,91,218
85576,96,218
85576,90,250
85576,94,62
85577,93,1
85577,95,1
85577,92,1
85577,97,1
85577,91,1
85577,96,1
85577,90,1
85577,94,1
85578,96,218
85578,94,62
85578,95,62
85578,97,218
85578,93,250
85578,91,218
85578,92,250
85578,90,250
85579,96,1
85579,94,1
85579,95,1
85579,97,1
85579,93,1
85579,91,1
85579,92,1
85579,90,1
85580,93,1
85580,95,1
85580,92,1
85580,97,1
85580,91,1
85580,96,1
85580,90,1
85580,94,1
85581,94,218
85581,92,218
85581,91,250
85581,95,250
85581,90,250
85581,96,50
85581,93,50
85581,97,50
85582,94,1
85582,92,1
85582,91,1
85582,95,1
85582,90,1
85582,96,1
85582,93,1
85582,97,1
85583,93,218
85583,95,50
85583,92,218
85583,97,250
85583,91,250
85583,96,50
85583,90,250
85583,94,50
85584,93,1
85584,95,1
85584,92,1
85584,97,1
85584,91,1
85584,96,1
85584,90,1
85584,94,1
85585,92,218
85585,91,250
85585,95,218
85585,90,250
85585,96,37
85585,94,37
85585,93,37
85585,97,37
85586,92,1
85586,91,1
85586,95,1
85586,90,1
85586,96,1
85586,94,1
85586,93,1
85586,97,1
85587,93,1
85587,95,1
85587,92,1
85587,97,1
85587,91,1
85587,96,1
85587,90,1
85587,94,1
85588,93,1
85588,95,1
85588,92,1
85588,97,1
85588,91,1
85588,96,1
85588,90,1
85588,94,1
85589,93,1
85589,95,1
85589,92,1
85589,97,1
85589,91,1
85589,96,1
85589,90,1
85589,94,1
85590,93,1
85590,95,1
85590,92,1
85590,97,1
85590,91,1
85590,96,1
85590,90,1
85590,94,1
85591,93,1
85591,95,1
85591,92,1
85591,97,1
85591,91,1
85591,96,1
85591,90,1
85591,94,1
85592,93,62
85592,95,218
85592,92,218
85592,97,218
85592,91,250
85592,96,62
85592,90,250
85592,94,62
85593,93,1
85593,95,1
85593,92,1
85593,97,1
85593,91,1
85593,96,1
85593,90,1
85593,94,1
85594,93,1
85594,95,1
85594,92,1
85594,97,1
85594,91,1
85594,96,1
85594,90,1
85594,94,1
85595,90,250
85595,92,250
85595,91,218
85595,96,37
85595,94,37
85595,93,187
85595,97,37
85595,95,37
85596,90,1
85596,92,1
85596,91,1
85596,96,1
85596,94,1
85596,93,1
85596,97,1
85596,95,1
85597,93,37
85597,95,37
85597,92,187
85597,97,37
85597,91,218
85597,96,37
85597,90,218
85597,94,37
85598,93,1
85598,95,1
85598,92,1
85598,97,1
85598,91,1
85598,96,1
85598,90,1
85598,94,1
85599,93,37
85599,95,218
85599,92,37
85599,97,218
85599,91,250
85599,96,37
85599,90,218
85599,94,218
85600,93,1
85600,95,1
85600,92,1
85600,97,1
85600,91,1
85600,96,1
85600,90,1
85600,94,1
85601,90,218
85601,91,250
85601,95,218
85601,92,37
85601,97,37
85601,93,37
85601,94,218
85601,96,37
85602,90,1
85602,91,1
85602,95,1
85602,92,1
85602,97,1
85602,93,1
85602,94,1
85602,96,1
85603,93,62
85603,95,218
85603,95,218
85603,92,250
85603,91,218
85603,96,62
85603,90,250
85603,94,250
85604,93,1
85604,95,1
85604,95,1
85604,92,1
85604,91,1
85604,96,1
85604,90,1
85604,94,1
85605,93,50
85605,95,218
85605,92,250
85605,97,50
85605,91,218
85605,96,50
85605,90,250
85605,94,218
