# Version: 18.08.58.00
id,group_id,item_id
564,239,101578
565,239,165755
566,239,165756
567,240,101579
568,240,101580
569,240,165757
570,240,165758
571,241,101581
572,241,101582
573,241,165759
574,241,165760
575,242,101583
576,242,101584
577,242,165761
578,242,165762
579,243,101585
580,243,101586
581,243,165763
582,243,165764
583,244,101587
584,244,101588
585,244,165765
586,244,165766
587,245,101589
588,245,101590
589,245,165767
590,245,165768
591,246,101591
592,246,101592
593,246,165769
594,246,165770
595,247,101593
596,247,101594
597,247,165771
598,247,165772
599,248,101595
600,248,101596
601,248,165773
602,248,165774
603,249,101597
604,249,101598
605,249,165775
606,249,165776
607,250,101599
608,250,101600
609,250,165777
610,250,165778
611,251,101601
612,251,101602
613,251,165779
614,251,165780
615,252,101603
616,252,101604
617,252,165781
618,252,165782
619,253,101605
620,253,101606
621,253,165783
622,253,165784
623,254,101607
624,254,101608
625,254,165785
626,254,165786
627,255,101609
628,255,101610
629,255,165787
630,255,165788
631,256,101611
632,256,101612
633,256,165789
634,256,165790
635,257,101613
636,257,101614
637,257,165791
638,257,165792
639,258,101615
640,258,101616
641,258,165793
642,258,165794
643,259,101617
644,259,101618
645,259,165795
646,259,165796
647,260,101619
648,260,101620
649,260,165797
650,260,165798
651,261,101621
652,261,101622
653,261,165799
654,261,165800
655,262,101623
656,262,101624
657,262,165801
658,262,165802
659,263,101625
660,263,101626
661,263,165803
662,263,165804
663,264,101627
664,264,101628
665,264,165805
666,264,165806
667,265,101629
668,265,101630
669,265,165807
670,265,165808
671,266,101631
672,266,101632
673,266,165809
674,266,165810
675,267,101633
676,267,101634
677,267,165811
678,267,165812
679,268,101635
680,268,101636
681,268,165813
682,268,165814
683,269,101637
684,269,101638
685,269,165815
686,269,165816
687,270,101639
688,270,101640
689,270,165817
690,270,165818
691,271,101641
692,271,101642
693,271,165819
694,271,165820
695,272,101643
696,272,101644
697,272,165821
698,272,165822
699,273,101645
700,273,101646
701,273,165823
702,273,165824
703,274,101647
704,274,101648
705,274,165825
706,274,165826
707,275,101649
708,275,101650
709,275,165827
710,275,165828
711,276,101651
712,276,101652
713,276,165829
714,276,165830
715,277,101653
716,277,101654
717,277,165831
718,277,165832
719,278,101655
720,278,101656
721,278,165833
722,278,165834
723,279,101657
724,279,101658
725,279,165835
726,279,165836
727,280,101659
728,280,101660
729,280,165837
730,280,165838
731,281,101661
732,281,101662
733,281,165839
734,281,165840
735,282,101663
736,282,101664
737,282,165841
738,282,165842
739,283,101665
740,283,101666
741,283,165843
742,283,165844
743,284,101667
744,284,101668
745,284,165845
746,284,165846
747,285,101669
748,285,101670
749,285,165847
750,285,165848
751,286,101671
752,286,101672
753,286,165849
754,286,165850
755,287,101673
756,287,101674
757,287,165851
758,287,165852
759,288,101675
760,288,101676
761,288,165853
762,288,165854
763,289,101677
764,289,101678
765,289,165855
766,289,165856
767,290,101679
768,290,101680
769,290,165857
770,290,165858
771,291,101681
772,291,101682
773,291,165859
774,291,165860
775,292,101683
776,292,101684
777,292,165861
778,292,165862
779,293,101685
780,293,101686
781,293,165863
782,293,165864
783,294,101687
784,294,101688
785,294,165865
786,294,165866
787,295,101689
788,295,101690
789,295,165867
790,295,165868
791,296,101691
792,296,101692
793,296,165869
794,296,165870
795,297,101693
796,297,101694
797,297,165871
798,297,165872
799,298,101695
800,298,101696
801,298,165873
802,298,165874
803,299,101697
804,299,101698
805,299,165875
806,299,165876
807,300,101699
808,300,101700
809,300,165877
810,300,165878
811,301,101701
812,301,101702
813,301,165879
814,301,165880
815,302,101703
816,302,101704
817,302,165881
818,302,165882
819,303,101705
820,303,101706
821,303,165883
822,303,165884
823,304,101707
824,304,101708
825,304,165885
826,304,165886
827,305,101709
828,305,101710
829,305,165887
830,305,165888
831,306,101711
832,306,101712
833,306,165889
834,306,165890
835,307,101713
836,307,101714
837,307,165891
838,307,165892
839,308,101715
840,308,101716
841,308,165893
842,308,165894
843,309,101717
844,309,101718
845,309,165895
846,309,165896
847,310,101719
848,310,101720
849,310,165897
850,310,165898
851,311,101721
852,311,101722
853,311,165899
854,311,165900
855,312,101723
856,312,101724
857,312,165901
858,312,165902
859,313,101725
860,313,101726
861,313,165903
862,313,165904
863,314,101727
864,314,101728
865,314,165905
866,314,165906
867,315,101729
868,315,101730
869,315,165907
870,315,165908
871,316,101731
872,316,101732
873,316,165909
874,316,165910
875,317,101733
876,317,101734
877,317,165911
878,317,165912
879,318,101735
880,318,101736
881,318,165913
882,318,165914
883,319,101737
884,319,101738
885,319,165915
886,319,165916
887,320,101739
888,320,101740
889,320,165917
890,320,165918
891,321,101741
892,321,101742
893,321,165919
894,321,165920
895,322,101743
896,322,101744
897,322,165921
898,322,165922
899,323,101745
900,323,101746
901,323,165923
902,323,165924
903,324,101747
904,324,101748
905,324,165925
906,324,165926
907,325,101749
908,325,101750
909,325,165927
910,325,165928
911,326,101751
912,326,101752
913,326,165929
914,326,165930
915,327,101753
916,327,101754
917,327,165931
918,327,165932
919,328,101755
920,328,101756
921,328,165933
922,328,165934
923,329,101757
924,329,101758
925,329,165935
926,329,165936
927,330,101759
928,330,101760
929,330,165991
930,330,165992
931,331,101761
932,331,101762
933,331,165993
934,331,165994
935,332,101763
936,332,101764
937,332,165995
938,332,165996
939,333,101771
940,333,101772
941,333,165943
942,333,165944
943,334,101773
944,334,101774
945,334,165945
946,334,165946
947,335,101775
948,335,101776
949,335,165947
950,335,165948
951,336,101777
952,336,101778
953,336,165949
954,336,165950
955,337,101779
956,337,101780
957,337,165951
958,337,165952
959,338,101781
960,338,101782
961,338,165953
962,338,165954
963,339,101783
964,339,101784
965,339,165955
966,339,165956
967,340,101785
968,340,101786
969,340,165957
970,340,165958
971,341,101787
972,341,101788
973,341,165959
974,341,165960
975,342,101789
976,342,101790
977,342,165961
978,342,165962
979,343,101791
980,343,101792
981,343,165963
982,343,165964
983,344,101793
984,344,101794
985,344,165965
986,344,165966
987,345,101795
988,345,101796
989,345,165967
990,345,165968
991,346,101797
992,346,101798
993,346,165969
994,346,165970
995,347,101799
996,347,101800
997,347,165971
998,347,165972
999,348,101801
1000,348,101802
1001,348,165973
1002,348,165974
1003,349,101803
1004,349,101804
1005,349,165975
1006,349,165976
1007,350,101805
1008,350,101806
1009,350,165977
1010,350,165978
1011,351,101807
1012,351,101808
1013,351,165979
1014,351,165980
1015,352,101809
1016,352,101810
1017,352,165981
1018,352,165982
1019,353,101811
1020,353,101812
1021,353,165983
1022,353,165984
1023,354,101813
1024,354,101814
1025,354,165985
1026,354,165986
1027,355,101815
1028,355,101816
1029,355,165987
1030,355,165988
1031,356,101817
1032,356,101818
1033,356,165989
1034,356,165990
1035,6032,114018
1036,6032,114019
1037,6033,117294
1038,6033,117295
1039,6034,117322
1040,6034,96088
1041,6035,118180
1042,6035,142635
1043,6036,118181
1044,6036,142633
1045,6037,118183
1046,6037,142636
1047,6038,118184
1048,6038,142637
1049,6039,118195
1050,6039,142634
1051,6040,120565
1052,6040,142681
1053,6041,120573
1054,6041,142656
1055,6042,120574
1056,6042,142642
1057,6043,120575
1058,6043,142668
1059,6044,120579
1060,6044,142679
1061,6045,120581
1062,6045,142683
1063,6046,120582
1064,6046,142685
1065,6047,120583
1066,6047,142687
1067,6048,120584
1068,6048,142689
1069,6049,120585
1070,6049,142680
1071,6050,120586
1072,6050,142682
1073,6051,120587
1074,6051,142684
1075,6052,120588
1076,6052,142686
1077,6053,120589
1078,6053,142688
1079,6054,120590
1080,6054,142690
1081,6055,120591
1082,6055,142691
1083,6056,120592
1084,6056,142692
1085,6057,120593
1086,6057,142693
1087,6058,120594
1088,6058,142694
1089,6059,120595
1090,6059,142695
1091,6060,120596
1092,6060,142696
1093,6061,121305
1094,6061,121304
1095,6062,121306
1096,6062,121307
1097,6063,121309
1098,6063,121308
1099,6064,121572
1100,6064,121573
1101,6064,121574
1102,6064,121575
1103,6064,121576
1104,6064,121577
1105,6064,121578
1106,6064,121579
1107,6064,121580
1108,6064,121581
1109,6064,121582
1110,6064,121583
1111,6064,121584
1112,6064,121585
1113,6064,121586
1114,6064,121587
1115,6064,121588
1116,6064,121589
1117,6064,121590
1118,6071,121591
1119,6071,121592
1120,6071,121593
1121,6071,121594
1122,6071,121595
1123,6071,121596
1124,6071,121597
1125,6071,121598
1126,6071,121599
1127,6071,121600
1128,6071,121601
1129,6071,121602
1130,6071,121603
1131,6071,121604
1132,6071,121605
1133,6071,121606
1134,6071,121607
1135,6071,121608
1136,6071,121609
1137,6080,121610
1138,6080,121611
1139,6080,121612
1140,6080,121613
1141,6080,121614
1142,6080,121615
1143,6080,121616
1144,6080,121617
1145,6080,121618
1146,6080,121619
1147,6080,121620
1148,6080,121621
1149,6080,121622
1150,6080,121623
1151,6080,121624
1152,6080,121625
1153,6080,121626
1154,6080,121627
1155,6080,121628
1156,6088,121629
1157,6088,121630
1158,6088,121631
1159,6088,121632
1160,6088,121633
1161,6088,121634
1162,6088,121635
1163,6088,121636
1164,6088,121637
1165,6088,121638
1166,6088,121639
1167,6088,121640
1168,6088,121641
1169,6088,121642
1170,6088,121643
1171,6088,121644
1172,6088,121645
1173,6088,121646
1174,6088,121647
1175,6097,121648
1176,6097,121649
1177,6097,121650
1178,6097,121651
1179,6097,121652
1180,6097,121653
1181,6097,121654
1182,6097,121655
1183,6097,121656
1184,6097,121657
1185,6097,121658
1186,6097,121659
1187,6097,121660
1188,6097,121661
1189,6097,121662
1190,6097,121663
1191,6097,121664
1192,6105,121665
1193,6105,121666
1194,6105,121667
1195,6105,121668
1196,6105,121669
1197,6105,121670
1198,6105,121671
1199,6105,121672
1200,6105,121673
1201,6105,121674
1202,6105,121675
1203,6105,121676
1204,6105,121677
1205,6105,121678
1206,6105,121679
1207,6105,121680
1208,6105,121681
1209,6105,121682
1210,6105,121683
1211,6114,121684
1212,6114,121685
1213,6114,121686
1214,6114,121687
1215,6114,121688
1216,6114,121689
1217,6114,121690
1218,6114,121691
1219,6114,121692
1220,6114,121693
1221,6114,121694
1222,6114,121695
1223,6114,121696
1224,6114,121697
1225,6114,121698
1226,6114,121699
1227,6114,121700
1228,6114,121701
1229,6114,121702
1230,6123,121703
1231,6123,121704
1232,6123,121705
1233,6123,121706
1234,6123,121707
1235,6123,121708
1236,6123,121709
1237,6123,121710
1238,6123,121711
1239,6123,121712
1240,6123,121713
1241,6123,121714
1242,6123,121715
1243,6123,121716
1244,6123,121717
1245,6123,121718
1246,6123,121719
1247,6123,121720
1248,6123,121721
1249,6124,121722
1250,6124,121723
1251,6124,121724
1252,6124,121725
1253,6124,121726
1254,6124,121727
1255,6124,121728
1256,6124,121729
1257,6124,121730
1258,6124,121731
1259,6124,121732
1260,6124,121733
1261,6124,121734
1262,6124,121735
1263,6124,121736
1264,6124,121737
1265,6124,121738
1266,6124,121739
1267,6124,121740
1268,6125,121741
1269,6125,121742
1270,6125,121743
1271,6125,121744
1272,6125,121745
1273,6125,121746
1274,6125,121747
1275,6125,121748
1276,6125,121749
1277,6125,121750
1278,6125,121751
1279,6125,121752
1280,6125,121753
1281,6125,121754
1282,6125,121755
1283,6125,121756
1284,6125,121757
1285,6125,121758
1286,6125,121759
1287,6126,121760
1288,6126,121761
1289,6126,121762
1290,6126,121763
1291,6126,121764
1292,6126,121765
1293,6126,121766
1294,6126,121767
1295,6126,121768
1296,6126,121769
1297,6126,121770
1298,6126,121771
1299,6126,121772
1300,6126,121773
1301,6126,121774
1302,6126,121775
1303,6126,121776
1304,6126,121777
1305,6126,121778
1306,6127,121779
1307,6127,121780
1308,6127,121781
1309,6127,121782
1310,6127,121783
1311,6127,121784
1312,6127,121785
1313,6127,121786
1314,6127,121787
1315,6127,121788
1316,6127,121789
1317,6127,121790
1318,6127,121791
1319,6127,121792
1320,6127,121793
1321,6127,121794
1322,6127,121795
1323,6127,121796
1324,6127,121797
1325,6128,121798
1326,6128,121799
1327,6128,121800
1328,6128,121801
1329,6128,121802
1330,6128,121803
1331,6128,121804
1332,6128,121805
1333,6128,121806
1334,6128,121807
1335,6128,121808
1336,6128,121809
1337,6128,121810
1338,6128,121811
1339,6128,121812
1340,6128,121813
1341,6128,121814
1342,6128,121815
1343,6128,121816
1344,6129,121817
1345,6129,121818
1346,6129,121819
1347,6129,121820
1348,6129,121821
1349,6129,121822
1350,6129,121823
1351,6129,121824
1352,6129,121825
1353,6129,121826
1354,6129,121827
1355,6129,121828
1356,6129,121829
1357,6129,121830
1358,6129,121831
1359,6129,121832
1360,6129,121833
1361,6129,121834
1362,6129,121835
1363,6130,121836
1364,6130,121837
1365,6130,121838
1366,6130,121839
1367,6130,121840
1368,6130,121841
1369,6130,121842
1370,6130,121843
1371,6130,121844
1372,6130,121845
1373,6130,121846
1374,6130,121847
1375,6130,121848
1376,6130,121849
1377,6130,121850
1378,6130,121851
1379,6130,121852
1380,6130,121853
1381,6130,121854
1382,6131,121855
1383,6131,121856
1384,6131,121857
1385,6131,121858
1386,6131,121859
1387,6131,121860
1388,6131,121861
1389,6131,121862
1390,6131,121863
1391,6131,121864
1392,6131,121865
1393,6131,121866
1394,6131,121867
1395,6131,121868
1396,6131,121869
1397,6131,121870
1398,6131,121871
1399,6131,121872
1400,6131,121873
1401,6132,121874
1402,6132,121875
1403,6132,121876
1404,6132,121877
1405,6132,121878
1406,6132,121879
1407,6132,121880
1408,6132,121881
1409,6132,121882
1410,6132,121883
1411,6132,121884
1412,6132,121885
1413,6132,121886
1414,6132,121887
1415,6132,121888
1416,6132,121889
1417,6132,121890
1418,6132,121891
1419,6132,121892
1420,6133,121893
1421,6133,121894
1422,6133,121895
1423,6133,121896
1424,6133,121897
1425,6133,121898
1426,6133,121899
1427,6133,121900
1428,6133,121901
1429,6133,121902
1430,6133,121903
1431,6133,121904
1432,6133,121905
1433,6133,121906
1434,6133,121907
1435,6133,121908
1436,6133,121909
1437,6133,121910
1438,6133,121911
1439,6134,121912
1440,6134,121913
1441,6134,121914
1442,6134,121915
1443,6134,121916
1444,6134,121917
1445,6134,121918
1446,6134,121919
1447,6134,121920
1448,6134,121921
1449,6134,121922
1450,6134,121923
1451,6134,121924
1452,6134,121925
1453,6134,121926
1454,6134,121927
1455,6134,121928
1456,6134,121929
1457,6134,121930
1458,6135,121931
1459,6135,121932
1460,6135,121933
1461,6135,121934
1462,6135,121935
1463,6135,121936
1464,6135,121937
1465,6135,121938
1466,6135,121939
1467,6135,121940
1468,6135,121941
1469,6135,121942
1470,6135,121943
1471,6135,121944
1472,6135,121945
1473,6135,121946
1474,6135,121947
1475,6135,121948
1476,6135,121949
1477,6136,121950
1478,6136,121951
1479,6136,121952
1480,6136,121953
1481,6136,121954
1482,6136,121955
1483,6136,121956
1484,6136,121957
1485,6136,121958
1486,6136,121959
1487,6136,121960
1488,6136,121961
1489,6136,121962
1490,6136,121963
1491,6136,121964
1492,6136,121965
1493,6136,121966
1494,6136,121967
1495,6136,121968
1496,6137,121969
1497,6137,121970
1498,6137,121971
1499,6137,121972
1500,6137,121973
1501,6137,121974
1502,6137,121975
1503,6137,121976
1504,6137,121977
1505,6137,121978
1506,6137,121979
1507,6137,121980
1508,6137,121981
1509,6137,121982
1510,6137,121983
1511,6137,121984
1512,6137,121985
1513,6137,121986
1514,6137,121987
1515,6138,121988
1516,6138,121989
1517,6138,121990
1518,6138,121991
1519,6138,121992
1520,6138,121993
1521,6138,121994
1522,6138,121995
1523,6138,121996
1524,6138,121997
1525,6138,121998
1526,6138,121999
1527,6138,122000
1528,6138,122001
1529,6138,122002
1530,6138,122003
1531,6138,122004
1532,6138,122005
1533,6138,122006
1534,6139,122007
1535,6139,122008
1536,6139,122009
1537,6139,122010
1538,6139,122011
1539,6139,122012
1540,6139,122013
1541,6139,122014
1542,6139,122015
1543,6139,122016
1544,6139,122017
1545,6139,122018
1546,6139,122019
1547,6139,122020
1548,6139,122021
1549,6139,122022
1550,6139,122023
1551,6139,122024
1552,6139,122025
1553,6140,122026
1554,6140,122027
1555,6140,122028
1556,6140,122029
1557,6140,122030
1558,6140,122031
1559,6140,122032
1560,6140,122033
1561,6140,122034
1562,6140,122035
1563,6140,122036
1564,6140,122037
1565,6140,122038
1566,6140,122039
1567,6140,122040
1568,6140,122041
1569,6140,122042
1570,6140,122043
1571,6140,122044
1572,6141,122045
1573,6141,122046
1574,6141,122047
1575,6141,122048
1576,6141,122049
1577,6141,122050
1578,6141,122051
1579,6141,122052
1580,6141,122053
1581,6141,122054
1582,6141,122055
1583,6141,122056
1584,6141,122057
1585,6141,122058
1586,6141,122059
1587,6141,122060
1588,6141,122061
1589,6141,122062
1590,6141,122063
1591,6142,122064
1592,6142,122065
1593,6142,122066
1594,6142,122067
1595,6142,122068
1596,6142,122069
1597,6142,122070
1598,6142,122071
1599,6142,122072
1600,6142,122073
1601,6142,122074
1602,6142,122075
1603,6142,122076
1604,6142,122077
1605,6142,122078
1606,6142,122079
1607,6142,122080
1608,6142,122081
1609,6142,122082
1610,6143,122083
1611,6143,122084
1612,6143,122085
1613,6143,122086
1614,6143,122087
1615,6143,122088
1616,6143,122089
1617,6143,122090
1618,6143,122091
1619,6143,122092
1620,6143,122093
1621,6143,122094
1622,6143,122095
1623,6143,122096
1624,6143,122097
1625,6143,122098
1626,6143,122099
1627,6143,122100
1628,6143,122101
1629,6144,122102
1630,6144,122103
1631,6144,122104
1632,6144,122105
1633,6144,122106
1634,6144,122107
1635,6144,122108
1636,6144,122109
1637,6144,122110
1638,6144,122111
1639,6144,122112
1640,6144,122113
1641,6144,122114
1642,6144,122115
1643,6144,122116
1644,6144,122117
1645,6144,122118
1646,6144,122119
1647,6144,122120
1648,6145,122121
1649,6145,122122
1650,6145,122123
1651,6145,122124
1652,6145,122125
1653,6145,122126
1654,6145,122127
1655,6145,122128
1656,6145,122129
1657,6145,122130
1658,6145,122131
1659,6145,122132
1660,6145,122133
1661,6145,122134
1662,6145,122135
1663,6145,122136
1664,6145,122137
1665,6145,122138
1666,6145,122139
1667,6146,122140
1668,6146,122141
1669,6146,122142
1670,6146,122143
1671,6146,122144
1672,6146,122145
1673,6146,122146
1674,6146,122147
1675,6146,122148
1676,6146,122149
1677,6146,122150
1678,6146,122151
1679,6146,122152
1680,6146,122153
1681,6146,122154
1682,6146,122155
1683,6146,122156
1684,6146,122157
1685,6146,122158
1686,6147,122159
1687,6147,122160
1688,6147,122161
1689,6147,122162
1690,6147,122163
1691,6147,122164
1692,6147,122165
1693,6147,122166
1694,6147,122167
1695,6147,122168
1696,6147,122169
1697,6147,122170
1698,6147,122171
1699,6147,122172
1700,6147,122173
1701,6147,122174
1702,6147,122175
1703,6147,122176
1704,6147,122177
1705,6148,122178
1706,6148,122179
1707,6148,122180
1708,6148,122181
1709,6148,122182
1710,6148,122183
1711,6148,122184
1712,6148,122185
1713,6148,122186
1714,6148,122187
1715,6148,122188
1716,6148,122189
1717,6148,122190
1718,6148,122191
1719,6148,122192
1720,6148,122193
1721,6148,122194
1722,6148,122195
1723,6148,122196
1724,6149,122197
1725,6149,122198
1726,6149,122199
1727,6149,122200
1728,6149,122201
1729,6149,122202
1730,6149,122203
1731,6149,122204
1732,6149,122205
1733,6149,122206
1734,6149,122207
1735,6149,122208
1736,6149,122209
1737,6149,122210
1738,6149,122211
1739,6149,122212
1740,6149,122213
1741,6149,122214
1742,6149,122215
1743,6150,122216
1744,6150,122217
1745,6150,122218
1746,6150,122219
1747,6150,122220
1748,6150,122221
1749,6150,122222
1750,6150,122223
1751,6150,122224
1752,6150,122225
1753,6150,122226
1754,6150,122227
1755,6150,122228
1756,6150,122229
1757,6150,122230
1758,6150,122231
1759,6150,122232
1760,6150,122233
1761,6150,122234
1762,6151,122235
1763,6151,122236
1764,6151,122237
1765,6151,122238
1766,6151,122239
1767,6151,122240
1768,6151,122241
1769,6151,122242
1770,6151,122243
1771,6151,122244
1772,6151,122245
1773,6151,122246
1774,6151,122247
1775,6151,122248
1776,6151,122249
