# table: implant_matrix
id,shining_id,bright_id,faded_id,ability_id,treat_ql1,ability_ql1,treat_ql200,ability_ql200,treat_ql201,ability_ql201,treat_ql300,ability_ql300
67,39,19,26,17,11,6,951,404,1001,426,2051,1095
68,90,15,41,20,11,16,1005,464,1001,476,2051,1231
69,105,104,39,21,11,16,1005,464,1001,476,2051,1231
70,36,27,11,17,11,6,951,404,1001,426,2051,1095
71,63,0,83,17,11,6,951,404,1001,426,2051,1095
72,80,40,0,19,11,6,951,404,1001,426,2051,1095
73,101,108,0,21,11,16,1005,464,1001,476,2051,1231
74,59,14,69,16,11,6,951,404,1001,426,2051,1095
75,26,37,60,19,11,6,951,404,1001,426,2051,1095
76,68,34,21,17,11,6,951,404,1001,426,2051,1095
77,0,71,76,21,11,6,951,404,1001,426,2051,1095
78,82,85,79,19,11,6,951,404,1001,426,2051,1095
79,27,61,109,18,11,16,1005,414,1001,426,2051,1095
80,99,79,16,16,11,16,1005,464,1001,476,2051,1231
81,0,97,105,16,11,16,1005,464,1001,476,2051,1231
82,38,62,86,20,11,6,951,404,1001,426,2051,1095
83,38,57,79,20,11,6,951,404,1001,426,2051,1095
84,96,79,8,16,11,16,1005,464,1001,476,2051,1231
85,94,74,2,16,11,16,1005,464,1001,476,2051,1231
86,0,87,0,20,11,16,1005,414,1001,426,2051,1095
87,86,32,30,19,11,6,951,404,1001,426,2051,1095
88,108,99,0,16,11,16,1005,464,1001,476,2051,1231
89,0,52,83,21,11,6,951,404,1001,426,2051,1095
90,65,42,33,20,11,6,951,404,1001,426,2051,1095
91,26,84,40,19,11,6,951,404,1001,426,2051,1095
92,25,0,108,18,11,16,1005,414,1001,426,2051,1095
93,67,33,97,17,11,16,1005,414,1001,426,2051,1095
94,0,102,90,21,11,16,1005,464,1001,476,2051,1231
95,103,100,106,21,11,16,1005,464,1001,476,2051,1231
96,26,66,63,19,11,6,951,404,1001,426,2051,1095
97,109,46,108,21,11,16,1005,464,1001,476,2051,1231
98,51,67,82,21,11,6,951,404,1001,426,2051,1095
99,87,68,100,21,11,16,1005,414,1001,426,2051,1095
100,59,17,69,16,11,6,951,404,1001,426,2051,1095
101,19,0,0,17,11,6,951,404,1001,426,2051,1095
102,88,15,78,16,11,16,1005,464,1001,476,2051,1231
103,60,8,95,17,11,16,1005,414,1001,426,2051,1095
104,35,0,65,20,11,6,951,404,1001,426,2051,1095
105,97,31,81,16,11,16,1005,464,1001,476,2051,1231
106,56,83,84,20,11,6,951,404,1001,426,2051,1095
107,41,52,71,19,11,6,951,404,1001,426,2051,1095
108,8,53,75,17,11,6,951,404,1001,426,2051,1095
109,94,19,34,16,11,16,1005,464,1001,476,2051,1231
110,103,96,68,21,11,16,1005,464,1001,476,2051,1231
111,30,43,22,18,11,6,951,404,1001,426,2051,1095
112,109,76,88,21,11,16,1005,464,1001,476,2051,1231
113,96,29,30,16,11,16,1005,464,1001,476,2051,1231
114,19,42,52,18,11,6,951,404,1001,426,2051,1095
115,0,28,103,17,11,16,1005,414,1001,426,2051,1095
116,96,60,30,16,11,16,1005,464,1001,476,2051,1231
117,38,64,79,20,11,6,951,404,1001,426,2051,1095
118,35,17,0,20,11,6,951,404,1001,426,2051,1095
119,101,104,31,21,11,16,1005,464,1001,476,2051,1231
120,51,67,83,21,11,6,951,404,1001,426,2051,1095
121,68,18,21,17,11,6,951,404,1001,426,2051,1095
122,86,48,8,19,11,6,951,404,1001,426,2051,1095
123,77,78,29,18,11,6,951,404,1001,426,2051,1095
124,28,88,25,17,11,16,1005,414,1001,426,2051,1095
125,95,48,67,16,11,16,1005,464,1001,476,2051,1231
126,12,58,69,20,11,6,951,404,1001,426,2051,1095
127,98,74,35,16,11,16,1005,464,1001,476,2051,1231
128,6,112,91,18,11,16,1005,414,1001,426,2051,1095
129,101,0,66,18,11,16,1005,414,1001,426,2051,1095
130,19,42,14,18,11,6,951,404,1001,426,2051,1095
131,0,74,57,17,11,6,951,404,1001,426,2051,1095
132,0,0,90,20,11,16,1005,464,1001,476,2051,1231
133,94,40,3,16,11,16,1005,464,1001,476,2051,1231
134,62,86,82,19,11,6,951,404,1001,426,2051,1095
135,0,50,32,17,11,6,951,404,1001,426,2051,1095
136,35,90,0,20,11,16,1005,464,1001,476,2051,1231
137,0,28,108,17,11,16,1005,414,1001,426,2051,1095
138,99,29,3,16,11,16,1005,464,1001,476,2051,1231
139,83,62,12,20,11,6,951,404,1001,426,2051,1095
140,50,55,102,17,11,16,1005,414,1001,426,2051,1095
141,99,40,3,16,11,16,1005,464,1001,476,2051,1231
142,36,28,88,17,11,16,1005,414,1001,426,2051,1095
143,32,90,29,17,11,16,1005,414,1001,426,2051,1095
144,75,24,25,17,11,6,951,404,1001,426,2051,1095
145,5,78,69,17,11,6,951,404,1001,426,2051,1095
146,61,67,80,19,11,6,951,404,1001,426,2051,1095
147,80,73,26,17,11,6,951,404,1001,426,2051,1095
148,87,33,49,21,11,16,1005,414,1001,426,2051,1095
149,2,89,69,16,11,16,1005,414,1001,426,2051,1095
150,87,3,94,21,11,16,1005,414,1001,426,2051,1095
151,38,34,79,20,11,6,951,404,1001,426,2051,1095
152,98,19,16,16,11,16,1005,464,1001,476,2051,1231
153,38,81,12,20,11,6,951,404,1001,426,2051,1095
154,39,19,67,17,11,6,951,404,1001,426,2051,1095
155,3,14,65,17,11,6,951,404,1001,426,2051,1095
156,52,41,15,21,11,6,951,404,1001,426,2051,1095
157,100,48,57,16,11,16,1005,464,1001,476,2051,1231
158,2,17,69,16,11,6,951,404,1001,426,2051,1095
159,26,20,0,19,11,6,951,404,1001,426,2051,1095
160,17,43,74,20,11,6,951,404,1001,426,2051,1095
161,73,16,95,17,11,16,1005,414,1001,426,2051,1095
162,93,0,91,18,11,16,1005,414,1001,426,2051,1095
163,55,33,100,17,11,16,1005,414,1001,426,2051,1095
164,70,0,100,21,11,16,1005,414,1001,426,2051,1095
165,97,79,81,16,11,16,1005,464,1001,476,2051,1231
166,79,22,82,19,11,6,951,404,1001,426,2051,1095
167,8,51,86,17,11,6,951,404,1001,426,2051,1095
168,21,92,89,17,11,16,1005,414,1001,426,2051,1095
169,75,7,25,17,11,6,951,404,1001,426,2051,1095
170,52,0,0,16,11,6,951,404,1001,426,2051,1095
171,0,21,61,17,11,6,951,404,1001,426,2051,1095
172,65,43,27,20,11,6,951,404,1001,426,2051,1095
173,39,74,34,17,11,6,951,404,1001,426,2051,1095
174,83,20,50,20,11,6,951,404,1001,426,2051,1095
175,0,19,26,18,11,6,951,404,1001,426,2051,1095
176,78,76,47,18,11,6,951,404,1001,426,2051,1095
177,0,27,103,18,11,16,1005,414,1001,426,2051,1095
178,66,86,80,19,11,6,951,404,1001,426,2051,1095
179,17,0,52,18,11,6,951,404,1001,426,2051,1095
180,80,31,0,20,11,6,951,404,1001,426,2051,1095
181,32,87,0,21,11,16,1005,414,1001,426,2051,1095
182,55,33,97,17,11,16,1005,414,1001,426,2051,1095
183,68,34,12,17,11,6,951,404,1001,426,2051,1095
184,82,62,12,19,11,6,951,404,1001,426,2051,1095
185,82,81,12,19,11,6,951,404,1001,426,2051,1095
186,60,8,97,17,11,16,1005,414,1001,426,2051,1095
187,60,54,95,17,11,16,1005,414,1001,426,2051,1095
188,87,16,98,21,11,16,1005,414,1001,426,2051,1095
189,0,47,76,18,11,6,951,404,1001,426,2051,1095
190,98,74,67,16,11,16,1005,464,1001,476,2051,1231
191,67,2,99,17,11,16,1005,414,1001,426,2051,1095
192,46,0,0,17,11,6,951,404,1001,426,2051,1095
193,35,89,69,17,11,16,1005,414,1001,426,2051,1095
194,38,20,60,20,11,6,951,404,1001,426,2051,1095
195,0,78,55,18,11,6,951,404,1001,426,2051,1095
196,99,19,0,18,11,16,1005,414,1001,426,2051,1095
197,27,36,48,18,11,6,951,404,1001,426,2051,1095
198,0,39,0,17,11,6,951,404,1001,426,2051,1095
199,99,48,18,16,11,16,1005,464,1001,476,2051,1231
200,0,8,100,17,11,16,1005,414,1001,426,2051,1095
201,65,11,52,20,11,6,951,404,1001,426,2051,1095
202,90,15,0,17,11,16,1005,414,1001,426,2051,1095
203,34,89,0,20,11,16,1005,464,1001,476,2051,1231
204,14,4,41,16,11,6,951,404,1001,426,2051,1095
205,42,36,15,18,11,6,951,404,1001,426,2051,1095
206,0,0,51,21,11,6,951,404,1001,426,2051,1095
207,95,79,0,19,11,16,1005,414,1001,426,2051,1095
208,0,33,97,16,11,16,1005,414,1001,426,2051,1095
209,100,79,0,19,11,16,1005,414,1001,426,2051,1095
210,92,83,84,20,11,16,1005,464,1001,476,2051,1231
211,0,36,51,17,11,6,951,404,1001,426,2051,1095
212,97,48,8,16,11,16,1005,464,1001,476,2051,1231
213,58,0,0,17,11,6,951,404,1001,426,2051,1095
214,100,48,64,16,11,16,1005,464,1001,476,2051,1231
215,33,90,29,16,11,16,1005,414,1001,426,2051,1095
216,41,22,56,19,11,6,951,404,1001,426,2051,1095
217,0,71,14,21,11,6,951,404,1001,426,2051,1095
218,0,0,107,21,11,16,1005,464,1001,476,2051,1231
219,19,43,0,21,11,6,951,404,1001,426,2051,1095
220,24,46,104,17,11,16,1005,414,1001,426,2051,1095
221,36,46,0,17,11,6,951,404,1001,426,2051,1095
222,53,38,71,19,11,6,951,404,1001,426,2051,1095
223,12,89,69,20,11,16,1005,414,1001,426,2051,1095
224,85,86,71,20,11,6,951,404,1001,426,2051,1095
225,76,36,6,18,11,6,951,404,1001,426,2051,1095
226,69,50,94,17,11,16,1005,414,1001,426,2051,1095
227,97,73,8,16,11,16,1005,464,1001,476,2051,1231
228,58,88,90,17,11,16,1005,414,1001,426,2051,1095
229,67,0,95,21,11,16,1005,414,1001,426,2051,1095
230,73,16,96,17,11,16,1005,414,1001,426,2051,1095
231,83,34,0,17,11,6,951,404,1001,426,2051,1095
232,16,90,55,18,11,16,1005,414,1001,426,2051,1095
233,0,108,39,21,11,16,1005,464,1001,476,2051,1231
234,26,37,63,19,11,6,951,404,1001,426,2051,1095
235,78,46,104,18,11,16,1005,414,1001,426,2051,1095
236,70,50,99,17,11,16,1005,414,1001,426,2051,1095
237,95,48,64,16,11,16,1005,464,1001,476,2051,1231
238,82,85,75,19,11,6,951,404,1001,426,2051,1095
239,0,0,91,21,11,16,1005,464,1001,476,2051,1231
240,69,16,94,17,11,16,1005,414,1001,426,2051,1095
241,86,19,16,19,11,6,951,404,1001,426,2051,1095
242,104,97,101,21,11,16,1005,464,1001,476,2051,1231
243,0,99,105,16,11,16,1005,464,1001,476,2051,1231
244,47,61,48,18,11,6,951,404,1001,426,2051,1095
245,8,64,75,17,11,6,951,404,1001,426,2051,1095
246,6,27,107,18,11,16,1005,414,1001,426,2051,1095
247,0,28,91,17,11,16,1005,414,1001,426,2051,1095
248,87,50,100,21,11,16,1005,414,1001,426,2051,1095
249,21,92,0,20,11,16,1005,464,1001,476,2051,1231
250,67,68,0,17,11,6,951,404,1001,426,2051,1095
251,102,0,39,18,11,16,1005,414,1001,426,2051,1095
252,0,34,86,17,11,6,951,404,1001,426,2051,1095
253,105,107,0,21,11,16,1005,464,1001,476,2051,1231
254,45,26,83,19,11,6,951,404,1001,426,2051,1095
255,85,0,56,17,11,6,951,404,1001,426,2051,1095
256,8,66,21,17,11,6,951,404,1001,426,2051,1095
257,68,62,9,17,11,6,951,404,1001,426,2051,1095
258,62,52,82,19,11,6,951,404,1001,426,2051,1095
259,87,3,99,21,11,16,1005,414,1001,426,2051,1095
260,70,2,94,17,11,16,1005,414,1001,426,2051,1095
261,0,12,78,20,11,6,951,404,1001,426,2051,1095
262,54,22,56,21,11,6,951,404,1001,426,2051,1095
263,103,69,105,21,11,16,1005,464,1001,476,2051,1231
264,97,13,81,16,11,16,1005,464,1001,476,2051,1231
265,0,47,74,18,11,6,951,404,1001,426,2051,1095
266,58,24,89,17,11,16,1005,414,1001,426,2051,1095
267,94,13,81,16,11,16,1005,464,1001,476,2051,1231
268,59,78,55,16,11,6,951,404,1001,426,2051,1095
269,11,41,93,18,11,16,1005,414,1001,426,2051,1095
270,54,38,71,21,11,6,951,404,1001,426,2051,1095
271,0,74,18,17,11,6,951,404,1001,426,2051,1095
272,65,11,46,20,11,6,951,404,1001,426,2051,1095
273,67,2,13,17,11,6,951,404,1001,426,2051,1095
274,86,0,26,18,11,6,951,404,1001,426,2051,1095
275,3,0,0,20,11,6,951,404,1001,426,2051,1095
276,62,0,0,17,11,6,951,404,1001,426,2051,1095
277,15,89,44,17,11,16,1005,414,1001,426,2051,1095
278,39,40,0,19,11,6,951,404,1001,426,2051,1095
279,0,0,106,21,11,16,1005,464,1001,476,2051,1231
280,91,83,61,21,11,16,1005,464,1001,476,2051,1231
281,83,37,75,20,11,6,951,404,1001,426,2051,1095
282,109,0,11,18,11,16,1005,414,1001,426,2051,1095
283,73,33,96,17,11,16,1005,414,1001,426,2051,1095
284,52,0,77,17,11,6,951,404,1001,426,2051,1095
285,24,27,11,17,11,6,951,404,1001,426,2051,1095
286,103,70,101,21,11,16,1005,464,1001,476,2051,1231
287,100,40,67,16,11,16,1005,464,1001,476,2051,1231
288,56,0,62,20,11,6,951,404,1001,426,2051,1095
289,8,44,0,19,11,6,951,404,1001,426,2051,1095
290,32,87,44,17,11,16,1005,414,1001,426,2051,1095
291,0,104,66,21,11,16,1005,464,1001,476,2051,1231
292,95,40,20,16,11,16,1005,464,1001,476,2051,1231
293,30,71,7,18,11,6,951,404,1001,426,2051,1095
294,73,3,97,17,11,16,1005,414,1001,426,2051,1095
295,68,81,40,17,11,6,951,404,1001,426,2051,1095
296,33,87,55,16,11,16,1005,414,1001,426,2051,1095
297,73,68,13,17,11,6,951,404,1001,426,2051,1095
298,26,56,40,19,11,6,951,404,1001,426,2051,1095
299,90,15,58,20,11,16,1005,464,1001,476,2051,1231
300,32,0,55,20,11,6,951,404,1001,426,2051,1095
301,99,74,53,16,11,16,1005,464,1001,476,2051,1231
302,75,92,89,17,11,16,1005,414,1001,426,2051,1095
303,0,0,98,16,11,16,1005,464,1001,476,2051,1231
304,0,112,88,18,11,16,1005,414,1001,426,2051,1095
305,49,95,0,16,11,16,1005,464,1001,476,2051,1231
306,0,76,108,18,11,16,1005,414,1001,426,2051,1095
307,24,27,107,17,11,16,1005,414,1001,426,2051,1095
308,64,52,80,19,11,6,951,404,1001,426,2051,1095
309,41,86,80,19,11,6,951,404,1001,426,2051,1095
310,83,18,12,20,11,6,951,404,1001,426,2051,1095
311,44,86,56,19,11,6,951,404,1001,426,2051,1095
312,59,90,69,16,11,16,1005,414,1001,426,2051,1095
313,99,79,81,16,11,16,1005,464,1001,476,2051,1231
314,69,91,94,17,11,16,1005,414,1001,426,2051,1095
315,25,112,108,17,11,16,1005,414,1001,426,2051,1095
316,9,0,29,20,11,6,951,404,1001,426,2051,1095
317,56,21,62,20,11,6,951,404,1001,426,2051,1095
318,19,71,28,18,11,6,951,404,1001,426,2051,1095
319,109,0,88,18,11,16,1005,414,1001,426,2051,1095
320,82,66,79,19,11,6,951,404,1001,426,2051,1095
321,45,52,0,21,11,6,951,404,1001,426,2051,1095
322,0,81,75,19,11,6,951,404,1001,426,2051,1095
323,52,10,51,21,11,6,951,404,1001,426,2051,1095
324,17,71,74,20,11,6,951,404,1001,426,2051,1095
325,94,32,53,16,11,16,1005,464,1001,476,2051,1231
326,90,0,17,20,11,16,1005,414,1001,426,2051,1095
327,72,67,83,21,11,6,951,404,1001,426,2051,1095
328,0,76,42,18,11,6,951,404,1001,426,2051,1095
329,91,0,84,20,11,16,1005,414,1001,426,2051,1095
330,104,100,105,21,11,16,1005,464,1001,476,2051,1231
331,27,41,0,19,11,6,951,404,1001,426,2051,1095
332,0,77,17,18,11,6,951,404,1001,426,2051,1095
333,103,96,54,21,11,16,1005,464,1001,476,2051,1231
334,99,19,26,16,11,16,1005,464,1001,476,2051,1231
335,82,56,86,19,11,6,951,404,1001,426,2051,1095
336,66,0,80,17,11,6,951,404,1001,426,2051,1095
337,94,73,20,16,11,16,1005,464,1001,476,2051,1231
338,71,0,51,17,11,6,951,404,1001,426,2051,1095
339,19,6,0,18,11,6,951,404,1001,426,2051,1095
340,71,61,93,21,11,16,1005,414,1001,426,2051,1095
341,13,38,71,20,11,6,951,404,1001,426,2051,1095
342,75,101,90,17,11,16,1005,414,1001,426,2051,1095
343,74,90,55,17,11,16,1005,414,1001,426,2051,1095
344,97,60,20,16,11,16,1005,464,1001,476,2051,1231
345,80,19,30,17,11,6,951,404,1001,426,2051,1095
346,17,6,10,20,11,6,951,404,1001,426,2051,1095
347,0,13,34,20,11,6,951,404,1001,426,2051,1095
348,82,81,0,19,11,6,951,404,1001,426,2051,1095
349,108,99,54,21,11,16,1005,464,1001,476,2051,1231
350,70,2,45,17,11,6,951,404,1001,426,2051,1095
351,60,33,49,17,11,6,951,404,1001,426,2051,1095
352,98,60,34,16,11,16,1005,464,1001,476,2051,1231
353,94,73,64,16,11,16,1005,464,1001,476,2051,1231
354,68,56,60,17,11,6,951,404,1001,426,2051,1095
355,83,81,63,20,11,6,951,404,1001,426,2051,1095
356,0,33,13,16,11,6,951,404,1001,426,2051,1095
357,91,82,0,19,11,16,1005,414,1001,426,2051,1095
358,11,10,48,18,11,6,951,404,1001,426,2051,1095
359,25,27,88,17,11,16,1005,414,1001,426,2051,1095
360,88,65,78,16,11,16,1005,464,1001,476,2051,1231
361,0,70,105,17,11,16,1005,414,1001,426,2051,1095
362,20,52,56,19,11,6,951,404,1001,426,2051,1095
363,48,0,44,20,11,6,951,404,1001,426,2051,1095
364,96,40,0,19,11,16,1005,414,1001,426,2051,1095
365,0,82,37,19,11,6,951,404,1001,426,2051,1095
366,7,27,70,18,11,6,951,404,1001,426,2051,1095
367,82,53,75,19,11,6,951,404,1001,426,2051,1095
368,41,67,83,19,11,6,951,404,1001,426,2051,1095
369,80,0,2,18,11,6,951,404,1001,426,2051,1095
370,0,29,35,17,11,6,951,404,1001,426,2051,1095
371,99,13,18,16,11,16,1005,464,1001,476,2051,1231
372,87,75,45,21,11,16,1005,414,1001,426,2051,1095
373,16,17,55,18,11,6,951,404,1001,426,2051,1095
374,52,61,77,21,11,6,951,404,1001,426,2051,1095
375,71,0,93,17,11,16,1005,414,1001,426,2051,1095
376,97,13,20,16,11,16,1005,464,1001,476,2051,1231
377,8,37,63,17,11,6,951,404,1001,426,2051,1095
378,60,68,0,17,11,6,951,404,1001,426,2051,1095
379,68,85,0,20,11,6,951,404,1001,426,2051,1095
380,48,58,55,17,11,6,951,404,1001,426,2051,1095
381,8,35,86,17,11,6,951,404,1001,426,2051,1095
382,95,13,18,16,11,16,1005,464,1001,476,2051,1231
383,60,68,99,17,11,16,1005,414,1001,426,2051,1095
384,92,0,0,20,11,16,1005,414,1001,426,2051,1095
385,0,82,38,19,11,6,951,404,1001,426,2051,1095
386,99,74,3,16,11,16,1005,464,1001,476,2051,1231
387,72,67,0,17,11,6,951,404,1001,426,2051,1095
388,73,8,45,17,11,6,951,404,1001,426,2051,1095
389,20,0,82,17,11,6,951,404,1001,426,2051,1095
390,99,19,16,16,11,16,1005,464,1001,476,2051,1231
391,0,13,57,20,11,6,951,404,1001,426,2051,1095
392,60,33,98,17,11,16,1005,414,1001,426,2051,1095
393,70,91,96,17,11,16,1005,414,1001,426,2051,1095
394,0,107,31,21,11,16,1005,464,1001,476,2051,1231
395,0,72,12,21,11,6,951,404,1001,426,2051,1095
396,19,6,27,18,11,6,951,404,1001,426,2051,1095
397,39,0,20,18,11,6,951,404,1001,426,2051,1095
398,108,69,106,21,11,16,1005,464,1001,476,2051,1231
399,95,32,81,16,11,16,1005,464,1001,476,2051,1231
400,78,27,88,18,11,16,1005,414,1001,426,2051,1095
401,107,45,102,21,11,16,1005,464,1001,476,2051,1231
402,26,34,40,19,11,6,951,404,1001,426,2051,1095
403,96,0,64,18,11,16,1005,414,1001,426,2051,1095
404,59,17,0,20,11,6,951,404,1001,426,2051,1095
405,99,13,8,16,11,16,1005,464,1001,476,2051,1231
406,78,112,103,18,11,16,1005,414,1001,426,2051,1095
407,95,31,30,16,11,16,1005,464,1001,476,2051,1231
408,99,73,2,16,11,16,1005,464,1001,476,2051,1231
409,38,84,86,20,11,6,951,404,1001,426,2051,1095
410,2,14,29,16,11,6,951,404,1001,426,2051,1095
411,0,6,0,17,11,6,951,404,1001,426,2051,1095
412,42,41,15,18,11,6,951,404,1001,426,2051,1095
413,0,74,0,18,11,6,951,404,1001,426,2051,1095
414,85,0,82,17,11,6,951,404,1001,426,2051,1095
415,19,25,10,18,11,6,951,404,1001,426,2051,1095
416,38,57,63,20,11,6,951,404,1001,426,2051,1095
417,86,31,64,19,11,6,951,404,1001,426,2051,1095
418,0,37,60,21,11,6,951,404,1001,426,2051,1095
419,59,89,29,16,11,16,1005,414,1001,426,2051,1095
420,55,68,99,17,11,16,1005,414,1001,426,2051,1095
421,26,37,50,19,11,6,951,404,1001,426,2051,1095
422,28,106,90,17,11,16,1005,414,1001,426,2051,1095
423,87,75,94,21,11,16,1005,414,1001,426,2051,1095
424,3,0,29,20,11,6,951,404,1001,426,2051,1095
425,86,9,30,19,11,6,951,404,1001,426,2051,1095
426,60,50,32,17,11,6,951,404,1001,426,2051,1095
427,95,74,2,16,11,16,1005,464,1001,476,2051,1231
428,109,112,91,21,11,16,1005,464,1001,476,2051,1231
429,5,58,0,17,11,6,951,404,1001,426,2051,1095
430,58,105,87,17,11,16,1005,414,1001,426,2051,1095
431,94,19,16,16,11,16,1005,464,1001,476,2051,1231
432,13,38,0,20,11,6,951,404,1001,426,2051,1095
433,82,44,9,19,11,6,951,404,1001,426,2051,1095
434,0,54,32,21,11,6,951,404,1001,426,2051,1095
435,0,50,13,17,11,6,951,404,1001,426,2051,1095
436,57,26,71,19,11,6,951,404,1001,426,2051,1095
437,97,60,34,16,11,16,1005,464,1001,476,2051,1231
438,0,60,16,17,11,6,951,404,1001,426,2051,1095
439,97,13,64,16,11,16,1005,464,1001,476,2051,1231
440,67,50,49,17,11,6,951,404,1001,426,2051,1095
441,39,60,35,17,11,6,951,404,1001,426,2051,1095
442,95,40,34,16,11,16,1005,464,1001,476,2051,1231
443,0,28,11,17,11,6,951,404,1001,426,2051,1095
444,30,25,0,17,11,6,951,404,1001,426,2051,1095
445,97,79,26,16,11,16,1005,464,1001,476,2051,1231
446,98,0,0,18,11,16,1005,414,1001,426,2051,1095
447,31,26,82,20,11,6,951,404,1001,426,2051,1095
448,80,0,16,18,11,6,951,404,1001,426,2051,1095
449,0,16,49,18,11,6,951,404,1001,426,2051,1095
450,0,106,25,21,11,16,1005,464,1001,476,2051,1231
451,50,95,106,17,11,16,1005,414,1001,426,2051,1095
452,99,0,20,18,11,16,1005,414,1001,426,2051,1095
453,0,25,59,17,11,6,951,404,1001,426,2051,1095
454,38,81,60,20,11,6,951,404,1001,426,2051,1095
455,98,13,2,16,11,16,1005,464,1001,476,2051,1231
456,8,72,79,17,11,6,951,404,1001,426,2051,1095
457,71,61,77,21,11,6,951,404,1001,426,2051,1095
458,77,14,69,18,11,6,951,404,1001,426,2051,1095
459,84,67,0,17,11,6,951,404,1001,426,2051,1095
460,101,80,66,21,11,16,1005,464,1001,476,2051,1231
461,44,38,80,19,11,6,951,404,1001,426,2051,1095
462,76,61,112,18,11,6,951,404,1001,426,2051,1095
463,44,86,80,19,11,6,951,404,1001,426,2051,1095
464,73,68,32,17,11,6,951,404,1001,426,2051,1095
465,65,43,36,20,11,6,951,404,1001,426,2051,1095
466,93,0,104,18,11,16,1005,414,1001,426,2051,1095
467,8,81,75,17,11,6,951,404,1001,426,2051,1095
468,69,8,45,17,11,6,951,404,1001,426,2051,1095
469,0,50,49,17,11,6,951,404,1001,426,2051,1095
