# table: symbiant_ability_matrix
symbiant_id,ability_id,amount
236065,20,226
235450,16,226
235450,17,226
235450,18,226
236341,16,226
236341,19,226
236341,21,226
235669,16,226
235669,17,226
235669,18,226
236113,16,226
236113,17,226
236113,20,226
235553,16,226
235553,17,226
235553,21,226
236445,16,226
236445,19,226
236445,21,226
235994,18,226
235994,19,226
235994,21,226
235772,16,226
235772,18,226
235772,20,226
236226,16,226
236226,17,226
236226,20,226
235500,16,226
235500,17,226
235500,20,226
236014,19,226
236014,20,226
236014,21,226
235788,16,226
235788,18,226
235788,19,226
235736,16,226
235736,18,226
235736,19,226
236192,16,226
236192,17,226
236192,20,226
245306,17,500
245306,16,500
236313,17,1149
236313,19,1149
236313,21,1149
235865,18,1149
235865,19,1149
235865,21,1149
236364,18,1149
236364,19,1149
236364,21,1149
235695,16,1149
235695,17,1149
235695,18,1149
236141,17,1149
236141,18,1149
236141,20,1149
235439,16,1149
235439,17,1149
235439,20,1149
236330,17,1149
236330,19,1149
236330,21,1149
235882,16,1149
235882,19,1149
235882,21,1149
235661,16,1149
235661,18,1149
235661,20,1149
236504,19,1149
236504,20,1149
236504,21,1149
236055,17,1149
236055,19,1149
236055,21,1149
235831,16,1149
235831,18,1149
235831,21,1149
236281,17,1149
236281,18,1149
236281,20,1149
236383,19,1149
236383,20,1149
236383,21,1149
235933,16,1149
235933,19,1149
235933,21,1149
235712,16,1149
235712,18,1149
235712,21,1149
236162,17,1149
236162,20,1149
236162,21,1149
235595,16,1149
235595,17,1149
235595,19,1149
235813,16,1149
235813,17,1149
235813,18,1149
235541,16,1149
235541,17,1149
235541,19,1149
235985,17,1149
235985,19,1149
235985,21,1149
236217,17,1149
236217,19,1149
236217,20,1149
236297,19,1149
236297,20,1149
236297,21,1149
235846,19,1149
235846,20,1149
235846,21,1149
236348,16,1149
236348,19,1149
236348,21,1149
236122,16,1149
236122,17,1149
236122,20,1149
236234,16,1149
236234,17,1149
236234,20,1149
235508,16,1149
235508,17,1149
235508,20,1149
236400,16,1149
236400,19,1149
236400,21,1149
235576,16,1149
235576,17,1149
235576,18,1149
236021,19,1149
236021,20,1149
236021,21,1149
235797,16,1149
235797,18,1149
235797,19,1149
236419,17,1149
236419,19,1149
236419,21,1149
235421,16,1233
235421,17,1233
235421,19,1233
235645,16,1233
235645,18,1233
235645,19,1233
235474,16,1233
235474,17,1233
235474,21,1233
235917,18,1233
235917,19,1233
235917,21,1233
236142,17,1233
236142,18,1233
236142,20,1233
235613,16,1233
235613,17,1233
235613,20,1233
236056,17,1233
236056,19,1233
236056,21,1233
235832,16,1233
235832,18,1233
235832,21,1233
236283,17,1233
236283,18,1233
236283,20,1233
235491,16,1233
235491,17,1233
235491,21,1233
236163,17,1233
236163,20,1233
236163,21,1233
236039,16,1233
236039,19,1233
236039,21,1233
235814,16,1233
235814,17,1233
235814,18,1233
235543,16,1233
235543,17,1233
235543,19,1233
236436,19,1233
236436,20,1233
236436,21,1233
235762,16,1233
235762,18,1233
235762,20,1233
219138,16,1233
219138,17,1233
219138,20,1233
235848,19,1233
235848,20,1233
235848,21,1233
235900,17,1233
235900,19,1233
235900,21,1233
236123,16,1233
236123,17,1233
236123,20,1233
236004,18,1233
236004,19,1233
236004,21,1233
235780,16,1233
235780,18,1233
235780,20,1233
236401,16,1233
236401,19,1233
236401,21,1233
235951,19,1233
235951,20,1233
235951,21,1233
235728,16,1233
235728,18,1233
235728,21,1233
235578,16,1233
235578,17,1233
235578,18,1233
236472,17,1233
236472,19,1233
236472,21,1233
236022,19,1233
236022,20,1233
236022,21,1233
236251,17,1233
236251,19,1233
236251,20,1233
235526,16,1233
235526,17,1233
235526,18,1233
235968,16,1233
235968,19,1233
235968,21,1233
235745,16,1233
235745,18,1233
235745,19,1233
236079,17,113
236079,19,113
236079,20,113
235462,16,113
235462,17,113
235462,21,113
235905,18,113
235905,19,113
235905,21,113
236129,17,113
236129,18,113
236129,20,113
235870,16,113
235870,19,113
235870,21,113
236096,17,113
236096,19,113
236096,20,113
235602,16,113
235602,17,113
235602,20,113
236494,19,113
236494,20,113
236494,21,113
236272,17,113
236272,18,113
236272,20,113
235481,16,113
235481,17,113
235481,21,113
236150,17,113
236150,20,113
236150,21,113
236479,18,113
236479,19,113
236479,21,113
236027,16,113
236027,19,113
236027,21,113
235803,16,113
235803,17,113
235803,18,113
236424,19,113
236424,20,113
236424,21,113
235751,16,113
235751,18,113
235751,20,113
236207,17,113
236207,19,113
236207,20,113
219129,16,113
219129,17,113
219129,20,113
235838,19,113
235838,20,113
235838,21,113
236062,16,113
236062,17,113
236062,20,113
235446,16,113
235446,17,113
235446,18,113
235666,16,113
235666,17,113
235666,18,113
236444,16,113
236444,19,113
236444,21,113
235992,18,113
235992,19,113
235992,21,113
236010,19,113
236010,20,113
236010,21,113
235514,16,113
235514,17,113
235514,18,113
236408,17,113
236408,19,113
236408,21,113
235958,16,113
235958,19,113
235958,21,113
236189,16,113
236189,17,113
236189,20,113
236362,18,781
236362,19,781
236362,21,781
236137,17,781
236137,18,781
236137,20,781
236107,17,781
236107,19,781
236107,20,781
235611,16,781
235611,17,781
235611,20,781
236053,17,781
236053,19,781
236053,21,781
235829,16,781
235829,18,781
235829,21,781
236280,17,781
236280,18,781
236280,20,781
235490,16,781
235490,17,781
235490,21,781
236380,19,781
236380,20,781
236380,21,781
236159,17,781
236159,20,781
236159,21,781
235592,16,781
235592,17,781
235592,19,781
236486,18,781
236486,19,781
236486,21,781
236037,16,781
236037,19,781
236037,21,781
236433,19,781
236433,20,781
236433,21,781
235761,16,781
235761,18,781
235761,20,781
236296,19,781
236296,20,781
236296,21,781
235845,19,781
235845,20,781
235845,21,781
236346,16,781
236346,19,781
236346,21,781
235896,17,781
235896,19,781
235896,21,781
235678,16,781
235678,17,781
235678,18,781
236120,16,781
236120,17,781
236120,20,781
235560,16,781
235560,17,781
235560,21,781
235506,16,781
235506,17,781
235506,20,781
236020,19,781
236020,20,781
236020,21,781
236249,17,781
236249,19,781
236249,20,781
235964,16,781
235964,19,781
235964,21,781
235744,16,781
235744,18,781
235744,19,781
236084,17,429
236084,19,429
236084,20,429
235470,16,429
235470,17,429
235470,21,429
236327,17,429
236327,19,429
236327,21,429
235877,16,429
235877,19,429
235877,21,429
235608,16,429
235608,17,429
235608,20,429
236500,19,429
236500,20,429
236500,21,429
236051,17,429
236051,19,429
236051,21,429
235828,16,429
235828,18,429
235828,21,429
235931,16,429
235931,19,429
235931,21,429
236034,16,429
236034,19,429
236034,21,429
235810,16,429
235810,17,429
235810,18,429
236265,17,429
236265,20,429
236265,21,429
235538,16,429
235538,17,429
235538,19,429
236429,19,429
236429,20,429
236429,21,429
235981,17,429
235981,19,429
235981,21,429
219136,16,429
219136,17,429
219136,20,429
235455,16,429
235455,17,429
235455,18,429
236118,16,429
236118,17,429
236118,20,429
236000,18,429
236000,19,429
236000,21,429
235775,16,429
235775,18,429
235775,20,429
236395,16,429
236395,19,429
236395,21,429
236179,17,429
236179,20,429
236179,21,429
235571,16,429
235571,17,429
235571,18,429
235522,16,429
235522,17,429
235522,18,429
236415,17,429
236415,19,429
236415,21,429
235419,16,1063
235419,17,1063
235419,19,1063
236312,17,1063
236312,19,1063
236312,21,1063
235864,18,1063
235864,19,1063
235864,21,1063
236088,17,1063
236088,19,1063
236088,20,1063
235472,16,1063
235472,17,1063
235472,21,1063
236363,18,1063
236363,19,1063
236363,21,1063
235915,18,1063
235915,19,1063
235915,21,1063
236139,17,1063
236139,18,1063
236139,20,1063
235881,16,1063
235881,19,1063
235881,21,1063
235660,16,1063
235660,18,1063
235660,20,1063
235612,16,1063
235612,17,1063
235612,20,1063
236503,19,1063
236503,20,1063
236503,21,1063
236381,19,1063
236381,20,1063
236381,21,1063
235932,16,1063
235932,19,1063
235932,21,1063
235593,16,1063
235593,17,1063
235593,19,1063
236487,18,1063
236487,19,1063
236487,21,1063
236434,19,1063
236434,20,1063
236434,21,1063
235984,17,1063
235984,19,1063
235984,21,1063
235628,16,1063
235628,18,1063
235628,20,1063
236072,16,1063
236072,17,1063
236072,20,1063
235897,17,1063
235897,19,1063
235897,21,1063
235679,16,1063
235679,17,1063
235679,18,1063
236454,16,1063
236454,19,1063
236454,21,1063
235778,16,1063
235778,18,1063
235778,20,1063
235507,16,1063
235507,17,1063
235507,20,1063
235725,16,1063
235725,18,1063
235725,21,1063
235575,16,1063
235575,17,1063
235575,18,1063
236471,17,1063
236471,19,1063
236471,21,1063
235795,16,1063
235795,18,1063
235795,19,1063
236250,17,1063
236250,19,1063
236250,20,1063
235965,16,1063
235965,19,1063
235965,21,1063
303778,17,800
303778,16,800
303778,19,800
303791,19,800
303791,21,800
303791,17,800
303804,19,800
303804,21,800
303804,18,800
303817,18,800
303817,16,800
303817,19,800
303830,17,800
303830,20,800
303830,19,800
303781,17,800
303781,16,800
303781,21,800
303794,19,800
303794,21,800
303794,18,800
303807,19,800
303807,21,800
303807,18,800
303820,18,800
303820,16,800
303820,17,800
303833,17,800
303833,20,800
303833,18,800
303780,17,800
303780,16,800
303780,20,800
303793,19,800
303793,21,800
303793,17,800
303806,19,800
303806,21,800
303806,16,800
303819,18,800
303819,16,800
303819,20,800
303832,17,800
303832,20,800
303832,19,800
303790,17,800
303790,16,800
303790,20,800
303803,19,800
303803,21,800
303803,20,800
303816,19,800
303816,21,800
303816,17,800
303829,18,800
303829,16,800
303829,21,800
303842,17,800
303842,20,800
303842,18,800
303782,17,800
303782,16,800
303782,21,800
303795,19,800
303795,21,800
303795,20,800
303808,19,800
303808,21,800
303808,16,800
303821,18,800
303821,16,800
303821,21,800
303834,17,800
303834,20,800
303834,21,800
303783,17,800
303783,16,800
303783,19,800
303796,19,800
303796,21,800
303796,18,800
303809,19,800
303809,21,800
303809,16,800
303822,18,800
303822,16,800
303822,17,800
303835,17,800
303835,20,800
303835,21,800
303784,17,800
303784,16,800
303784,19,800
303797,19,800
303797,21,800
303797,20,800
303810,19,800
303810,21,800
303810,17,800
303823,18,800
303823,16,800
303823,20,800
303836,17,800
303836,20,800
303836,19,800
303779,17,800
303779,16,800
303779,20,800
303792,19,800
303792,21,800
303792,20,800
303805,19,800
303805,21,800
303805,20,800
303818,18,800
303818,16,800
303818,20,800
303831,17,800
303831,20,800
303831,16,800
303813,19,800
303813,21,800
303813,20,800
303785,17,800
303785,16,800
303785,18,800
303798,19,800
303798,21,800
303798,16,800
303811,19,800
303811,21,800
303811,17,800
303824,18,800
303824,16,800
303824,17,800
303837,17,800
303837,20,800
303837,16,800
303786,17,800
303786,16,800
303786,21,800
303799,19,800
303799,21,800
303799,16,800
303812,19,800
303812,21,800
303812,18,800
303825,18,800
303825,16,800
303825,20,800
303838,17,800
303838,20,800
303838,16,800
303787,17,800
303787,16,800
303787,20,800
303800,19,800
303800,21,800
303800,16,800
303826,18,800
303826,16,800
303826,21,800
303839,17,800
303839,20,800
303839,21,800
303789,17,800
303789,16,800
303789,18,800
303802,19,800
303802,21,800
303802,17,800
303815,19,800
303815,21,800
303815,20,800
303828,18,800
303828,16,800
303828,19,800
303841,17,800
303841,20,800
303841,19,800
303788,17,800
303788,16,800
303788,18,800
303801,19,800
303801,21,800
303801,17,800
303814,19,800
303814,21,800
303814,16,800
303827,18,800
303827,16,800
303827,19,800
303840,17,800
303840,20,800
303840,16,800
235417,16,451
235417,17,451
235417,19,451
236310,17,451
236310,19,451
236310,21,451
235861,18,451
235861,19,451
235861,21,451
235471,16,451
235471,17,451
235471,21,451
235913,18,451
235913,19,451
235913,21,451
235691,16,451
235691,17,451
235691,18,451
235878,16,451
235878,19,451
235878,21,451
235658,16,451
235658,18,451
235658,20,451
236105,17,451
236105,19,451
236105,20,451
235609,16,451
235609,17,451
235609,20,451
236501,19,451
236501,20,451
236501,21,451
236377,19,451
236377,20,451
236377,21,451
236485,18,451
236485,19,451
236485,21,451
236035,16,451
236035,19,451
236035,21,451
235811,16,451
235811,17,451
235811,18,451
235982,17,451
235982,19,451
235982,21,451
235760,16,451
235760,18,451
235760,20,451
235844,19,451
235844,20,451
235844,21,451
235624,16,451
235624,18,451
235624,20,451
236070,16,451
236070,17,451
236070,20,451
236343,16,451
236343,19,451
236343,21,451
235895,17,451
235895,19,451
235895,21,451
236452,16,451
236452,19,451
236452,21,451
235572,16,451
235572,17,451
235572,18,451
236468,17,451
236468,19,451
236468,21,451
236019,19,451
236019,20,451
236019,21,451
236246,17,451
236246,19,451
236246,20,451
236416,17,451
236416,19,451
236416,21,451
245895,16,1125
245895,18,1125
245895,17,1125
235634,16,23
235634,18,23
235634,19,23
236352,18,23
236352,19,23
236352,21,23
235425,16,23
235425,17,23
235425,20,23
236317,17,23
236317,19,23
236317,21,23
235599,16,23
235599,17,23
235599,20,23
236492,19,23
236492,20,23
236492,21,23
236043,17,23
236043,19,23
236043,21,23
235478,16,23
235478,17,23
235478,21,23
235921,16,23
235921,19,23
235921,21,23
235699,16,23
235699,18,23
235699,21,23
236476,18,23
236476,19,23
236476,21,23
235801,16,23
235801,17,23
235801,18,23
235530,16,23
235530,17,23
235530,19,23
235972,17,23
235972,19,23
235972,21,23
236203,17,23
236203,19,23
236203,20,23
235836,19,23
235836,20,23
235836,21,23
235443,16,23
235443,17,23
235443,18,23
236334,16,23
236334,19,23
236334,21,23
235886,17,23
235886,19,23
235886,21,23
235547,16,23
235547,17,23
235547,21,23
236440,16,23
236440,19,23
236440,21,23
235495,16,23
235495,17,23
235495,20,23
236387,16,23
236387,19,23
236387,21,23
235784,16,23
235784,18,23
235784,19,23
236238,17,23
236238,19,23
236238,20,23
235955,16,23
235955,19,23
235955,21,23
235732,16,23
235732,18,23
235732,19,23
236186,16,23
236186,17,23
236186,20,23
235852,18,35
235852,19,35
235852,21,35
235460,16,35
235460,17,35
235460,21,35
235683,16,35
235683,17,35
235683,18,35
235818,16,35
235818,18,35
235818,21,35
236369,19,35
236369,20,35
236369,21,35
235922,16,35
235922,19,35
235922,21,35
235700,16,35
235700,18,35
235700,21,35
236147,17,35
236147,20,35
236147,21,35
235582,16,35
235582,17,35
235582,19,35
236255,17,35
236255,20,35
236255,21,35
235973,17,35
235973,19,35
235973,21,35
236204,17,35
236204,19,35
236204,20,35
219126,16,35
219126,17,35
219126,20,35
235837,19,35
235837,20,35
235837,21,35
236060,16,35
236060,17,35
236060,20,35
236335,16,35
236335,19,35
236335,21,35
235887,17,35
235887,19,35
235887,21,35
235548,16,35
235548,17,35
235548,21,35
236441,16,35
236441,19,35
236441,21,35
235766,16,35
235766,18,35
235766,20,35
236388,16,35
236388,19,35
236388,21,35
235938,19,35
235938,20,35
235938,21,35
236168,17,35
236168,20,35
236168,21,35
235565,16,35
235565,17,35
235565,18,35
236008,19,35
236008,20,35
236008,21,35
236239,17,35
236239,19,35
236239,20,35
236405,17,35
236405,19,35
236405,21,35
235956,16,35
235956,19,35
235956,21,35
235422,16,1276
235422,17,1276
235422,19,1276
236314,17,1276
236314,19,1276
236314,21,1276
235866,18,1276
235866,19,1276
235866,21,1276
235646,16,1276
235646,18,1276
235646,19,1276
236091,17,1276
236091,19,1276
236091,20,1276
235475,16,1276
235475,17,1276
235475,21,1276
236366,18,1276
236366,19,1276
236366,21,1276
235918,18,1276
235918,19,1276
235918,21,1276
235696,16,1276
235696,17,1276
235696,18,1276
236143,17,1276
236143,18,1276
236143,20,1276
235440,16,1276
235440,17,1276
235440,20,1276
236331,17,1276
236331,19,1276
236331,21,1276
235883,16,1276
235883,19,1276
235883,21,1276
235663,16,1276
235663,18,1276
235663,20,1276
236108,17,1276
236108,19,1276
236108,20,1276
235614,16,1276
235614,17,1276
235614,20,1276
236505,19,1276
236505,20,1276
236505,21,1276
236057,17,1276
236057,19,1276
236057,21,1276
235833,16,1276
235833,18,1276
235833,21,1276
236284,17,1276
236284,18,1276
236284,20,1276
235492,16,1276
235492,17,1276
235492,21,1276
236384,19,1276
236384,20,1276
236384,21,1276
235935,16,1276
235935,19,1276
235935,21,1276
235713,16,1276
235713,18,1276
235713,21,1276
236164,17,1276
236164,20,1276
236164,21,1276
235596,16,1276
235596,17,1276
235596,19,1276
236489,18,1276
236489,19,1276
236489,21,1276
236040,16,1276
236040,19,1276
236040,21,1276
235815,16,1276
235815,17,1276
235815,18,1276
236268,17,1276
236268,20,1276
236268,21,1276
235544,16,1276
235544,17,1276
235544,19,1276
236437,19,1276
236437,20,1276
236437,21,1276
235987,17,1276
235987,19,1276
235987,21,1276
235763,16,1276
235763,18,1276
235763,20,1276
236218,17,1276
236218,19,1276
236218,20,1276
219139,16,1276
219139,17,1276
219139,20,1276
236299,19,1276
236299,20,1276
236299,21,1276
235849,19,1276
235849,20,1276
235849,21,1276
235631,16,1276
235631,18,1276
235631,20,1276
236074,16,1276
236074,17,1276
236074,20,1276
235457,16,1276
235457,17,1276
235457,18,1276
236349,16,1276
236349,19,1276
236349,21,1276
235901,17,1276
235901,19,1276
235901,21,1276
235680,16,1276
235680,17,1276
235680,18,1276
236124,16,1276
236124,17,1276
236124,20,1276
235562,16,1276
235562,17,1276
235562,21,1276
236455,16,1276
236455,19,1276
236455,21,1276
236005,18,1276
236005,19,1276
236005,21,1276
235781,16,1276
235781,18,1276
235781,20,1276
236235,16,1276
236235,17,1276
236235,20,1276
235509,16,1276
235509,17,1276
235509,20,1276
236402,16,1276
236402,19,1276
236402,21,1276
235952,19,1276
235952,20,1276
235952,21,1276
235729,16,1276
235729,18,1276
235729,21,1276
236183,17,1276
236183,20,1276
236183,21,1276
235579,16,1276
235579,17,1276
235579,18,1276
236473,17,1276
236473,19,1276
236473,21,1276
236023,19,1276
236023,20,1276
236023,21,1276
235798,16,1276
235798,18,1276
235798,19,1276
236252,17,1276
236252,19,1276
236252,20,1276
235527,16,1276
235527,17,1276
235527,18,1276
236420,17,1276
236420,19,1276
236420,21,1276
235969,16,1276
235969,19,1276
235969,21,1276
235746,16,1276
235746,18,1276
235746,19,1276
236200,16,1276
236200,17,1276
236200,20,1276
235635,16,46
235635,18,46
235635,19,46
235461,16,46
235461,17,46
235461,21,46
236353,18,46
236353,19,46
236353,21,46
235426,16,46
235426,17,46
235426,20,46
235600,16,46
235600,17,46
235600,20,46
235479,16,46
235479,17,46
235479,21,46
236026,16,46
236026,19,46
236026,21,46
235802,16,46
235802,17,46
235802,18,46
235531,16,46
235531,17,46
235531,19,46
236423,19,46
236423,20,46
236423,21,46
235974,17,46
235974,19,46
235974,21,46
236205,17,46
236205,19,46
236205,20,46
219127,16,46
219127,17,46
219127,20,46
236336,16,46
236336,19,46
236336,21,46
236111,16,46
236111,17,46
236111,20,46
236442,16,46
236442,19,46
236442,21,46
235990,18,46
235990,19,46
235990,21,46
235767,16,46
235767,18,46
235767,20,46
236221,16,46
236221,17,46
236221,20,46
235496,16,46
235496,17,46
235496,20,46
236389,16,46
236389,19,46
236389,21,46
235939,19,46
235939,20,46
235939,21,46
235716,16,46
235716,18,46
235716,21,46
236169,17,46
236169,20,46
236169,21,46
235566,16,46
235566,17,46
235566,18,46
236458,17,46
236458,19,46
236458,21,46
236009,19,46
236009,20,46
236009,21,46
236187,16,46
236187,17,46
236187,20,46
236085,17,683
236085,19,683
236085,20,683
235692,16,683
235692,17,683
235692,18,683
235879,16,683
235879,19,683
235879,21,683
235659,16,683
235659,18,683
235659,20,683
235610,16,683
235610,17,683
235610,20,683
236279,17,683
236279,18,683
236279,20,683
235709,16,683
235709,18,683
235709,21,683
236158,17,683
236158,20,683
236158,21,683
235590,16,683
235590,17,683
235590,19,683
236266,17,683
236266,20,683
236266,21,683
235539,16,683
235539,17,683
235539,19,683
236430,19,683
236430,20,683
236430,21,683
236294,19,683
236294,20,683
236294,21,683
235625,16,683
235625,18,683
235625,20,683
236071,16,683
236071,17,683
236071,20,683
235675,16,683
235675,17,683
235675,18,683
236119,16,683
236119,17,683
236119,20,683
235557,16,683
235557,17,683
235557,21,683
236001,18,683
236001,19,683
236001,21,683
235776,16,683
235776,18,683
235776,20,683
235504,16,683
235504,17,683
235504,20,683
236396,16,683
236396,19,683
236396,21,683
235724,16,683
235724,18,683
235724,21,683
235573,16,683
235573,17,683
235573,18,683
236469,17,683
236469,19,683
236469,21,683
236247,17,683
236247,19,683
236247,20,683
235523,16,683
235523,17,683
235523,18,683
235741,16,683
235741,18,683
235741,19,683
235409,16,136
235409,17,136
235409,19,136
236304,17,136
236304,19,136
236304,21,136
235637,16,136
235637,18,136
235637,19,136
236080,17,136
236080,19,136
236080,20,136
235906,18,136
235906,19,136
235906,21,136
236130,17,136
236130,18,136
236130,20,136
235429,16,136
235429,17,136
235429,20,136
235871,16,136
235871,19,136
235871,21,136
236097,17,136
236097,19,136
236097,20,136
236045,17,136
236045,19,136
236045,21,136
235820,16,136
235820,18,136
235820,21,136
236273,17,136
236273,18,136
236273,20,136
235482,16,136
235482,17,136
235482,21,136
235924,16,136
235924,19,136
235924,21,136
236151,17,136
236151,20,136
236151,21,136
236028,16,136
236028,19,136
236028,21,136
236257,17,136
236257,20,136
236257,21,136
235534,16,136
235534,17,136
235534,19,136
235752,16,136
235752,18,136
235752,20,136
236208,17,136
236208,19,136
236208,20,136
236288,19,136
236288,20,136
236288,21,136
235839,19,136
235839,20,136
235839,21,136
235620,16,136
235620,18,136
235620,20,136
235447,16,136
235447,17,136
235447,18,136
236339,16,136
236339,19,136
236339,21,136
235551,16,136
235551,17,136
235551,21,136
235769,16,136
235769,18,136
235769,20,136
236223,16,136
236223,17,136
236223,20,136
235942,19,136
235942,20,136
235942,21,136
235718,16,136
235718,18,136
235718,21,136
236171,17,136
236171,20,136
236171,21,136
236241,17,136
236241,19,136
236241,20,136
235515,16,136
235515,17,136
235515,18,136
236409,17,136
236409,19,136
236409,21,136
235734,16,136
235734,18,136
235734,19,136
236190,16,136
236190,17,136
236190,20,136
235406,16,12
235406,17,12
235406,19,12
236301,17,12
236301,19,12
236301,21,12
