# table: symbiant_cluster_matrix
symbiant_id,cluster_id,amount
235458,71,1
235458,36,3
235458,27,3
235458,48,1
235458,72,1
235458,41,1
235458,10,1
235458,15,1
235459,42,11
235459,77,2
235459,76,2
235459,71,2
235459,36,9
235459,27,13
235459,48,2
235459,72,2
235459,41,3
235459,10,3
235459,15,2
235460,42,31
235460,77,3
235460,76,5
235460,71,5
235460,36,24
235460,27,39
235460,48,4
235460,72,4
235460,41,6
235460,10,6
235460,15,4
235461,42,41
235461,77,3
235461,76,6
235461,71,6
235461,36,31
235461,27,51
235461,48,5
235461,72,5
235461,41,7
235461,10,7
235461,15,5
235462,42,101
235462,77,6
235462,76,13
235462,71,13
235462,36,76
235462,27,126
235462,48,11
235462,72,11
235462,41,16
235462,10,16
235462,15,11
235463,42,141
235463,77,8
235463,76,19
235463,71,19
235463,36,106
235463,27,176
235463,48,15
235463,72,15
235463,41,22
235463,10,22
235463,15,15
235464,42,161
235464,77,9
235464,76,21
235464,71,21
235464,36,121
235464,27,201
235464,48,17
235464,72,17
235464,41,25
235464,10,25
235464,15,17
235465,42,181
235465,77,10
235465,76,23
235465,71,23
235465,36,136
235465,27,226
235465,48,19
235465,72,19
235465,41,28
235465,10,28
235465,15,19
235466,42,261
235466,77,14
235466,76,33
235466,71,33
235466,36,196
235466,27,326
235466,48,27
235466,72,27
235466,41,40
235466,10,40
235466,15,27
235467,42,281
235467,77,15
235467,76,36
235467,71,36
235467,36,211
235467,27,351
235467,48,29
235467,72,29
235467,41,43
235467,10,43
235467,15,29
235468,42,341
235468,77,18
235468,76,43
235468,71,43
235468,36,256
235468,27,426
235468,48,35
235468,72,35
235468,41,52
235468,10,52
235468,15,35
235469,42,361
235469,77,19
235469,76,46
235469,71,46
235469,36,271
235469,27,451
235469,48,37
235469,72,37
235469,41,55
235469,10,55
235469,15,37
235470,42,381
235470,77,20
235470,76,49
235470,71,49
235470,36,286
235470,27,476
235470,48,39
235470,72,39
235470,41,58
235470,10,58
235470,15,39
235471,42,401
235471,77,21
235471,76,51
235471,71,51
235471,36,301
235471,27,501
235471,48,41
235471,72,41
235471,41,61
235471,10,61
235471,15,41
235472,42,501
235472,77,26
235472,76,63
235472,71,63
235472,36,376
235472,27,626
235472,48,51
235472,72,51
235472,41,76
235472,10,76
235472,15,51
235473,42,510
235473,77,27
235473,76,65
235473,71,65
235473,36,383
235473,27,637
235473,48,52
235473,72,52
235473,41,77
235473,10,77
235473,15,52
235474,42,538
235474,77,28
235474,76,68
235474,71,68
235474,36,404
235474,27,672
235474,48,54
235474,72,54
235474,41,82
235474,10,82
235474,15,54
235475,42,547
235475,77,29
235475,76,69
235475,71,69
235475,36,411
235475,27,683
235475,48,55
235475,72,55
235475,41,83
235475,10,83
235475,15,55
235476,77,1
235476,12,1
235476,41,1
235476,78,1
235476,90,1
235476,88,1
235477,77,2
235477,12,3
235477,41,2
235477,78,2
235477,90,2
235477,88,2
235478,77,3
235478,12,4
235478,41,3
235478,78,3
235478,90,2
235478,88,3
235479,77,4
235479,12,7
235479,41,5
235479,78,5
235479,90,3
235479,88,6
235480,77,6
235480,12,10
235480,41,7
235480,78,7
235480,90,5
235480,88,9
235481,77,9
235481,12,16
235481,41,11
235481,78,11
235481,90,7
235481,88,13
235482,77,10
235482,12,19
235482,41,13
235482,78,13
235482,90,9
235482,88,16
235483,77,13
235483,12,25
235483,41,17
235483,78,17
235483,90,11
235483,88,21
235484,77,15
235484,12,28
235484,41,19
235484,78,19
235484,90,12
235484,88,23
235485,77,16
235485,12,31
235485,41,21
235485,78,21
235485,90,13
235485,88,26
235486,77,24
235486,12,46
235486,41,31
235486,78,31
235486,90,20
235486,88,39
235487,77,28
235487,12,55
235487,41,37
235487,78,37
235487,90,23
235487,88,46
235488,77,34
235488,12,67
235488,41,45
235488,78,45
235488,90,29
235488,88,56
235489,77,36
235489,12,70
235489,41,47
235489,78,47
235489,90,30
235489,88,59
235490,77,37
235490,12,73
235490,41,49
235490,78,49
235490,90,31
235490,88,61
235491,77,41
235491,12,82
235491,41,54
235491,78,54
235491,90,34
235491,88,68
235492,77,41
235492,12,83
235492,41,55
235492,78,55
235492,90,35
235492,88,69
235493,73,1
235493,60,1
235493,68,1
235493,67,1
235493,13,1
235493,50,1
235493,75,1
235493,16,1
235493,32,1
235493,8,1
235493,70,1
235493,33,1
235493,99,1
235493,95,1
235493,94,1
235493,100,1
235493,96,1
235493,98,1
235494,73,3
235494,60,3
235494,68,3
235494,67,3
235494,13,2
235494,50,3
235494,75,3
235494,16,3
235494,32,2
235494,8,3
235494,70,3
235494,33,3
235494,99,1
235494,95,1
235494,94,1
235494,100,1
235494,96,1
235494,98,1
235495,73,6
235495,60,6
235495,68,4
235495,67,6
235495,13,3
235495,50,4
235495,75,4
235495,16,4
235495,32,3
235495,8,4
235495,70,6
235495,33,4
235495,99,1
235495,95,1
235495,94,1
235495,100,1
235495,96,1
235495,98,1
235496,73,11
235496,60,11
235496,68,7
235496,67,11
235496,13,5
235496,50,7
235496,75,7
235496,16,7
235496,32,5
235496,8,7
235496,70,11
235496,33,7
235496,99,2
235496,95,2
235496,94,2
235496,100,2
235496,96,2
235496,98,2
235497,73,13
235497,60,13
235497,68,9
235497,67,13
235497,13,6
235497,50,9
235497,75,9
235497,16,9
235497,32,6
235497,8,9
235497,70,13
235497,33,9
235497,99,2
235497,95,2
235497,94,2
235497,100,2
235497,96,2
235497,98,2
235498,73,16
235498,60,16
235498,68,10
235498,67,16
235498,13,7
235498,50,10
235498,75,10
235498,16,10
235498,32,7
235498,8,10
235498,70,16
235498,33,10
235498,99,2
235498,95,2
235498,94,2
235498,100,2
235498,96,2
235498,98,2
235499,73,36
235499,60,36
235499,68,22
235499,67,36
235499,13,15
235499,50,22
235499,75,22
235499,16,22
235499,32,15
235499,8,22
235499,70,36
235499,33,22
235499,99,3
235499,95,3
235499,94,3
235499,100,3
235499,96,3
235499,98,3
235500,73,51
235500,60,51
235500,68,31
235500,67,51
235500,13,21
235500,50,31
235500,75,31
235500,16,31
235500,32,21
235500,8,31
235500,70,51
235500,33,31
235500,99,4
235500,95,4
235500,94,4
235500,100,4
235500,96,4
235500,98,4
235501,73,66
235501,60,66
235501,68,40
235501,67,66
235501,13,27
235501,50,40
235501,75,40
235501,16,40
235501,32,27
235501,8,40
235501,70,66
235501,33,40
235501,99,4
235501,95,4
235501,94,4
235501,100,4
235501,96,4
235501,98,4
235502,73,71
235502,60,71
235502,68,43
235502,67,71
235502,13,29
235502,50,43
235502,75,43
235502,16,43
235502,32,29
235502,8,43
235502,70,71
235502,33,43
235502,99,5
235502,95,5
235502,94,5
235502,100,5
235502,96,5
235502,98,5
235503,73,76
235503,60,76
235503,68,46
235503,67,76
235503,13,31
235503,50,46
235503,75,46
235503,16,46
235503,32,31
235503,8,46
235503,70,76
235503,33,46
235503,99,5
235503,95,5
235503,94,5
235503,100,5
235503,96,5
235503,98,5
235504,73,106
235504,60,106
235504,68,64
235504,67,106
235504,13,43
235504,50,64
235504,75,64
235504,16,64
235504,32,43
235504,8,64
235504,70,106
235504,33,64
235504,99,6
235504,95,6
235504,94,6
235504,100,6
235504,96,6
235504,98,6
235505,73,116
235505,60,116
235505,68,70
235505,67,116
235505,13,47
235505,50,70
235505,75,70
235505,16,70
235505,32,47
235505,8,70
235505,70,116
235505,33,70
235505,99,7
235505,95,7
235505,94,7
235505,100,7
235505,96,7
235505,98,7
235506,73,121
235506,60,121
235506,68,73
235506,67,121
235506,13,49
235506,50,73
235506,75,73
235506,16,73
235506,32,49
235506,8,73
235506,70,121
235506,33,73
235506,99,7
235506,95,7
235506,94,7
235506,100,7
235506,96,7
235506,98,7
235507,73,126
235507,60,126
235507,68,76
235507,67,126
235507,13,51
235507,50,76
235507,75,76
235507,16,76
235507,32,51
235507,8,76
235507,70,126
235507,33,76
235507,99,7
235507,95,7
235507,94,7
235507,100,7
235507,96,7
235507,98,7
235508,73,130
235508,60,130
235508,68,79
235508,67,130
235508,13,53
235508,50,79
235508,75,79
235508,16,79
235508,32,53
235508,8,79
235508,70,130
235508,33,79
235508,99,7
235508,95,7
235508,94,7
235508,100,7
235508,96,7
235508,98,7
235509,73,137
235509,60,137
235509,68,83
235509,67,137
235509,13,55
235509,50,83
235509,75,83
235509,16,83
235509,32,55
235509,8,83
235509,70,137
235509,33,83
235509,99,7
235509,95,7
235509,94,7
235509,100,7
235509,96,7
235509,98,7
235510,42,2
235510,7,1
235510,76,1
235510,17,3
235510,65,3
235510,19,3
235510,30,3
235510,74,1
235510,10,1
235510,25,1
235510,24,1
235510,28,1
235510,33,1
235511,42,7
235511,7,2
235511,76,2
235511,17,13
235511,65,13
235511,19,13
235511,30,13
235511,74,2
235511,10,2
235511,25,3
235511,24,2
235511,28,2
235511,33,2
235512,42,31
235512,7,4
235512,76,4
235512,17,63
235512,65,63
235512,19,63
235512,30,63
235512,74,6
235512,10,6
235512,25,9
235512,24,6
235512,28,6
235512,33,6
235513,42,37
235513,7,4
235513,76,4
235513,17,76
235513,65,76
235513,19,76
235513,30,76
235513,74,7
235513,10,7
235513,25,10
235513,24,7
235513,28,7
235513,33,7
235514,42,61
235514,7,6
235514,76,6
235514,17,126
235514,65,126
235514,19,126
235514,30,126
235514,74,11
235514,10,11
235514,25,16
235514,24,11
235514,28,11
235514,33,11
235515,42,73
235515,7,7
235515,76,7
235515,17,151
235515,65,151
235515,19,151
235515,30,151
235515,74,13
235515,10,13
235515,25,19
235515,24,13
235515,28,13
235515,33,13
235516,42,109
235516,7,10
235516,76,10
235516,17,226
235516,65,226
235516,19,226
235516,30,226
235516,74,19
235516,10,19
235516,25,28
235516,24,19
235516,28,19
235516,33,19
235517,42,133
235517,7,12
235517,76,12
235517,17,276
235517,65,276
235517,19,276
235517,30,276
235517,74,23
235517,10,23
235517,25,34
235517,24,23
235517,28,23
235517,33,23
235518,42,145
235518,7,13
235518,76,13
235518,17,301
235518,65,301
235518,19,301
235518,30,301
235518,74,25
235518,10,25
235518,25,37
235518,24,25
235518,28,25
235518,33,25
235519,42,181
235519,7,16
235519,76,16
235519,17,376
235519,65,376
235519,19,376
235519,30,376
235519,74,31
235519,10,31
235519,25,46
235519,24,31
235519,28,31
235519,33,31
235520,42,193
235520,7,17
235520,76,17
235520,17,401
235520,65,401
235520,19,401
235520,30,401
235520,74,33
235520,10,33
235520,25,49
235520,24,33
235520,28,33
235520,33,33
235521,42,205
235521,7,18
235521,76,18
235521,17,426
235521,65,426
235521,19,426
235521,30,426
235521,74,35
235521,10,35
235521,25,52
235521,24,35
235521,28,35
235521,33,35
235522,42,229
235522,7,20
235522,76,20
235522,17,476
235522,65,476
235522,19,476
235522,30,476
235522,74,39
235522,10,39
235522,25,58
235522,24,39
235522,28,39
235522,33,39
235523,42,253
235523,7,22
235523,76,22
235523,17,526
235523,65,526
235523,19,526
235523,30,526
235523,74,43
235523,10,43
235523,25,64
235523,24,43
235523,28,43
235523,33,43
235524,42,307
235524,7,27
235524,76,27
235524,17,637
235524,65,637
235524,19,637
235524,30,637
235524,74,52
235524,10,52
235524,25,77
235524,24,52
235524,28,52
235524,33,52
235525,42,318
235525,7,28
235525,76,28
235525,17,660
235525,65,660
235525,19,660
235525,30,660
235525,74,53
235525,10,53
235525,25,80
235525,24,53
235525,28,53
235525,33,53
235526,42,323
235526,7,28
235526,76,28
235526,17,672
235526,65,672
235526,19,672
235526,30,672
235526,74,54
235526,10,54
235526,25,82
235526,24,54
235526,28,54
235526,33,54
235527,42,329
235527,7,29
235527,76,29
235527,17,683
235527,65,683
235527,19,683
235527,30,683
235527,74,55
235527,10,55
235527,25,83
235527,24,55
235527,28,55
235527,33,55
235528,68,1
235528,50,1
235528,70,1
235528,99,1
235528,95,1
235528,94,1
235528,100,1
235528,96,1
235528,98,1
235529,68,2
235529,50,3
235529,70,3
235529,99,1
235529,95,1
235529,94,1
235529,100,1
235529,96,1
235529,98,1
235530,68,3
235530,50,6
235530,70,4
235530,99,1
235530,95,1
235530,94,1
235530,100,1
235530,96,1
235530,98,1
235531,68,5
235531,50,11
235531,70,7
235531,99,2
235531,95,2
235531,94,2
235531,100,2
235531,96,2
235531,98,2
235532,68,6
235532,50,13
235532,70,9
235532,99,2
235532,95,2
235532,94,2
235532,100,2
235532,96,2
235532,98,2
235533,68,7
235533,50,16
235533,70,10
235533,99,2
235533,95,2
235533,94,2
235533,100,2
235533,96,2
235533,98,2
235534,68,13
235534,50,31
235534,70,19
235534,99,3
235534,95,3
235534,94,3
235534,100,3
235534,96,3
235534,98,3
235535,68,21
235535,50,51
235535,70,31
235535,99,5
235535,95,5
235535,94,5
235535,100,5
235535,96,5
235535,98,5
235536,68,25
235536,50,61
235536,70,37
235536,99,6
235536,95,6
235536,94,6
235536,100,6
235536,96,6
235536,98,6
235537,68,31
235537,50,76
235537,70,46
235537,99,7
235537,95,7
235537,94,7
235537,100,7
235537,96,7
235537,98,7
235538,68,39
235538,50,96
235538,70,58
235538,99,8
235538,95,8
235538,94,8
235538,100,8
235538,96,8
235538,98,8
235539,68,43
235539,50,106
235539,70,64
235539,99,9
235539,95,9
235539,94,9
235539,100,9
235539,96,9
235539,98,9
235540,68,47
235540,50,116
235540,70,70
235540,99,10
235540,95,10
235540,94,10
235540,100,10
235540,96,10
235540,98,10
235541,68,53
235541,50,130
235541,70,79
235541,99,11
235541,95,11
235541,94,11
235541,100,11
235541,96,11
235541,98,11
235542,68,53
235542,50,133
235542,70,80
235542,99,11
235542,95,11
235542,94,11
235542,100,11
235542,96,11
235542,98,11
235543,68,54
235543,50,135
235543,70,82
235543,99,11
235543,95,11
235543,94,11
235543,100,11
235543,96,11
235543,98,11
235544,68,55
235544,50,137
235544,70,83
235544,99,11
235544,95,11
235544,94,11
235544,100,11
235544,96,11
235544,98,11
235545,30,2
235545,73,1
235545,34,1
235545,35,1
235545,60,1
235545,48,1
235545,74,1
235545,9,1
235545,67,1
235545,13,1
235545,81,1
235545,40,1
235545,79,1
235545,16,1
235545,32,1
235545,8,1
235545,86,1
235545,20,1
235545,99,1
235545,94,1
235545,100,1
235545,96,1
235545,98,1
235546,30,6
235546,73,3
235546,34,2
235546,35,2
235546,60,3
235546,48,3
235546,74,3
235546,9,3
235546,67,2
235546,13,3
235546,81,2
235546,40,3
235546,79,3
235546,16,2
235546,32,3
235546,8,2
235546,86,3
235546,20,2
235546,99,1
235546,94,1
235546,100,1
235546,96,1
235546,98,1
235547,30,11
235547,73,4
235547,34,3
235547,35,3
235547,60,4
235547,48,4
235547,74,4
235547,9,4
235547,67,3
235547,13,4
235547,81,3
235547,40,4
235547,79,4
235547,16,3
235547,32,4
235547,8,3
235547,86,6
235547,20,3
235547,99,2
235547,94,2
235547,100,2
235547,96,2
235547,98,2
235548,30,16
235548,73,6
235548,34,4
235548,35,4
235548,60,6
235548,48,6
235548,74,6
235548,9,6
235548,67,4
235548,13,6
235548,81,4
235548,40,6
235548,79,6
235548,16,4
235548,32,6
235548,8,4
235548,86,9
235548,20,4
235548,99,2
235548,94,2
235548,100,2
235548,96,2
235548,98,2
235549,30,26
235549,73,9
235549,34,6
235549,35,6
235549,60,9
235549,48,9
235549,74,9
235549,9,9
235549,67,6
235549,13,9
235549,81,6
